exercise,question,answer,konnektor,german,english,french,case_english,case_french,explanation_english,explanation_french,explanation_synonym_english,explanation_synonym_french
15,"Das neue Restaurant bietet nicht nur leckeres Essen, _____ einen exzellenten Service.",sondern auch,sondern auch,"Das neue Restaurant bietet nicht nur leckeres Essen, sondern auch einen exzellenten Service.",The new restaurant offers not only delicious food but also excellent service.,Le nouveau restaurant propose non seulement une cuisine délicieuse mais également un excellent service.,,,sondern auch = but also ● Correlative conjunction,sondern auch = mais aussi ● Conjonction corrélative,,
15,"Nicht nur das Wetter war perfekt, _____ die Atmosphäre am Strand war großartig.",sondern auch,sondern auch,"Nicht nur das Wetter war perfekt, sondern auch die Atmosphäre am Strand war großartig.","Not only was the weather perfect, but the atmosphere at the beach was also great.","Non seulement le temps était parfait, mais l’ambiance à la plage était également géniale.",,,sondern auch = but also ● Correlative conjunction,sondern auch = mais aussi ● Conjonction corrélative,,
15,"Sie arbeitet nicht nur hart in ihrem Job, _____ zu Hause",sondern auch,sondern auch,"Sie arbeitet nicht nur hart in ihrem Job, sondern auch zu Hause","She does not only work hard at her job, but also at home","Elle ne travaille pas seulement dur à son travail, mais aussi à la maison",,,sondern auch = but also ● Correlative conjunction,sondern auch = mais aussi ● Conjonction corrélative,,
15,"Das Training verbessert nicht nur die körperliche Fitness, _____ die mentale Stärke.",sondern auch,sondern auch,"Das Training verbessert nicht nur die körperliche Fitness, sondern auch die mentale Stärke.",The training improves not only physical fitness but also mental strength.,L’entraînement améliore non seulement la condition physique mais aussi la force mentale.,,,sondern auch = but also ● Correlative conjunction,sondern auch = mais aussi ● Conjonction corrélative,,
15,"Er hat die Aufgabe _____ erledigt, aber nicht sehr sorgfältig.",zwar,zwar,"Er hat die Aufgabe zwar erledigt, aber nicht sehr sorgfältig.","He did complete the task, but not very carefully.","Il a accompli la tâche, mais pas avec beaucoup de soin.",,,"zwar = admittely, indeed, to be precise ● Adverb","zwar = certes, en effet ● Adverbe",,
15,"Ich habe das Buch _____ gelesen, aber ich habe es nicht ganz verstanden.",zwar,zwar,"Ich habe das Buch zwar gelesen, aber ich habe es nicht ganz verstanden.","I did read the book, but I didn’t fully understand it.","J’ai lu le livre, mais je ne l’ai pas entièrement compris.",,,"zwar = admittely, indeed, to be precise ● Adverb","zwar = certes, en effet ● Adverbe",,
15,"Sie ist _____ jung, aber sie hat schon viel Erfahrung.",zwar,zwar,"Sie ist zwar jung, aber sie hat schon viel Erfahrung.","She is indeed young, but she already has a lot of experience.","Elle est certes jeune, mais elle a déjà beaucoup d’expérience.",,,"zwar = admittely, indeed, to be precise ● Adverb","zwar = certes, en effet ● Adverbe",,
15,"Das Hotel war _____ teuer, aber der Service war ausgezeichnet.",zwar,zwar,"Das Hotel war zwar teuer, aber der Service war ausgezeichnet.","The hotel was admittedly expensive, but the service was excellent.","L'hôtel était certes cher, mais le service était excellent.",,,"zwar = admittely, indeed, to be precise ● Adverb","zwar = certes, en effet ● Adverbe",,
15,"Er hat _____ wenig Zeit, aber er hilft mir trotzdem.",zwar,zwar,"Er hat zwar wenig Zeit, aber er hilft mir trotzdem.","He has little time, but he helps me anyway.","Il a peu de temps, mais il m'aide quand même.",,,"zwar = admittely, indeed, to be precise ● Adverb","zwar = certes, en effet ● Adverbe",,
16,,sodass,sodass,,"so, such that, so much so that, consequently","de sorte que, si bien que",Subordinating conjunction,Conjonctions de subordination,"sodass = so, such that, so much so that, consequently ● Subordinating conjunction","sodass = de sorte que, si bien que ● Conjonctions de subordination",,
16,,dagegen,dagegen,,"by contrast, in contrast, on the other hand","par contre, en revanche, au contraire",Adverb,Adverbe,"dagegen = by contrast, in contrast, on the other hand ● Adverb","dagegen = par contre, en revanche, au contraire ● Adverbe",,
16,,stattdessen,stattdessen,,instead,"au lieu de cela, à la place",Adverb,Adverbe,stattdessen = instead ● Adverb,"stattdessen = au lieu de cela, à la place ● Adverbe",,
16,,währenddessen,währenddessen,,"meanwhile, in the meantime, by now","pendant ce temps, en attendant",Adverb,Adverbe,"währenddessen = meanwhile, in the meantime, by now ● Adverb","währenddessen = pendant ce temps, en attendant ● Adverbe",,
16,,folglich,folglich,,"consequently, as a result, thereupon","par conséquent, en conséquence",Adverb,Adverbe,"folglich = consequently, as a result, thereupon ● Adverb","folglich = par conséquent, en conséquence ● Adverbe",,
16,,zuerst,zuerst,,"first, at first","d'abord, tout d'abord, au début",Adverb,Adverbe,"zuerst = first, at first ● Adverb","zuerst = d'abord, tout d'abord, au début ● Adverbe",,
16,,schließlich,schließlich,,"finally, in the end, after all","enfin, finalement, après tout",Adverb,Adverbe,"schließlich = finally, in the end, after all ● Adverb","schließlich = enfin, finalement, après tout ● Adverbe",,
16,,außerdem,außerdem,,"besides, moreover, furthermore","en outre, de plus",Adverb,Adverbe,"außerdem = besides, moreover, furthermore ● Adverb","außerdem = en outre, de plus ● Adverbe",,
16,,so,so,,"like that, that way","ainsi, comme ça, de cette manière, de cette façon",Adverb,Adverbe,"so = like that, that way ● Adverb","so = ainsi, comme ça, de cette manière, de cette façon ● Adverbe",,
17,"Es regnete plötzlich stark, _____ wir komplett nass wurden.",sodass,sodass,"Es regnete plötzlich stark, sodass wir komplett nass wurden.","It suddenly rained heavily, so much so we got completely soaked.","Il s’est mis à pleuvoir fortement, si bien que nous avons été complètement trempés.",,,"sodass = so, such that, so much so that, consequently ● Subordinating conjunction","sodass = de sorte que, si bien que ● Conjonctions de subordination",,
17,"Der Zug hatte große Verspätung, _____ ich meinen Termin verpasste.",sodass,sodass,"Der Zug hatte große Verspätung, sodass ich meinen Termin verpasste.","The train was heavily delayed, so I missed my appointment.","Le train avait beaucoup de retard, si bien que j’ai manqué mon rendez-vous.",,,"sodass = so, such that, so much so that, consequently ● Subordinating conjunction","sodass = de sorte que, si bien que ● Conjonctions de subordination",,
17,"Die Musik war extrem laut, _____ die Nachbarn sich beschwerten.",sodass,sodass,"Die Musik war extrem laut, sodass die Nachbarn sich beschwerten.","The music was extremely loud, as a consequence the neighbours complained.","La musique était extrêmement forte, si bien que les voisins se sont plaints.",,,"sodass = so, such that, so much so that, consequently ● Subordinating conjunction","sodass = de sorte que, si bien que ● Conjonctions de subordination",,
17,"Er arbeitete die ganze Nacht, _____ er am Morgen völlig erschöpft war.",sodass,sodass,"Er arbeitete die ganze Nacht, sodass er am Morgen völlig erschöpft war.","He worked the whole night, so he was completely exhausted in the morning.","Il a travaillé toute la nuit, si bien qu’il était complètement épuisé le matin.",,,"sodass = so, such that, so much so that, consequently ● Subordinating conjunction","sodass = de sorte que, si bien que ● Conjonctions de subordination",,
17,"Die Straße war gesperrt, _____ wir einen Umweg fahren mussten.",sodass,sodass,"Die Straße war gesperrt, sodass wir einen Umweg fahren mussten.","The street was closed, so we had to take a detour.","La rue était fermée, si bien que nous avons dû faire un détour.",,,"sodass = so, such that, so much so that, consequently ● Subordinating conjunction","sodass = de sorte que, si bien que ● Conjonctions de subordination",,
17,"Viele Menschen bevorzugen Großstädte, _____ fühle ich mich auf dem Land wohler.",dagegen,dagegen,"Viele Menschen bevorzugen Großstädte, dagegen fühle ich mich auf dem Land wohler.","Many people prefer big cities, by contrast I feel more comfortable in the countryside.","Beaucoup de gens préfèrent les grandes villes, en revanche je me sens mieux à la campagne.",,,"dagegen = by contrast, in contrast, on the other hand ● Adverb","dagegen = par contre, en revanche, au contraire ● Adverbe",,
17,"Er arbeitet gern im Team, _____ bin ich lieber allein produktiv.",dagegen,dagegen,"Er arbeitet gern im Team, dagegen bin ich lieber allein produktiv.","He likes working in a team, by contrast I’m more productive alone.","Il aime travailler en équipe, en revanche je suis plus productif seul.",,,"dagegen = by contrast, in contrast, on the other hand ● Adverb","dagegen = par contre, en revanche, au contraire ● Adverbe",,
17,"Seine Schwester ist sehr spontan, _____ plant er alles im Voraus.",dagegen,dagegen,"Seine Schwester ist sehr spontan, dagegen plant er alles im Voraus.","His sister is very spontaneous, by contrast he plans everything in advance.","Sa sœur est très spontanée, en revanche il planifie tout à l’avance.",,,"dagegen = by contrast, in contrast, on the other hand ● Adverb","dagegen = par contre, en revanche, au contraire ● Adverbe",,
17,"Das alte Modell war schwer und langsam, _____ ist das neue deutlich effizienter.",dagegen,dagegen,"Das alte Modell war schwer und langsam, dagegen ist das neue deutlich effizienter.","The old model was heavy and slow, by contrast the new one is much more efficient.","L’ancien modèle était lourd et lent, en revanche le nouveau est bien plus efficace.",,,"dagegen = by contrast, in contrast, on the other hand ● Adverb","dagegen = par contre, en revanche, au contraire ● Adverbe",,
17,"Viele Jugendliche nutzen soziale Medien täglich, _____ interessiert sich meine Großmutter kaum dafür.",dagegen,dagegen,"Viele Jugendliche nutzen soziale Medien täglich, dagegen interessiert sich meine Großmutter kaum dafür.","Many young people use social media daily, by contrast my grandmother is hardly interested in it.","Beaucoup de jeunes utilisent les réseaux sociaux chaque jour, en revanche ma grand-mère s’y intéresse à peine.",,,"dagegen = by contrast, in contrast, on the other hand ● Adverb","dagegen = par contre, en revanche, au contraire ● Adverbe",,
17,"Ich wollte ins Kino gehen, _____ habe ich zu Hause einen Film geschaut.",stattdessen,stattdessen,"Ich wollte ins Kino gehen, stattdessen habe ich zu Hause einen Film geschaut.","I wanted to go to the cinema; instead, I watched a movie at home.","Je voulais aller au cinéma, mais au lieu de ça, j'ai regardé un film à la maison.",,,stattdessen = instead ● Adverb,"stattdessen = au lieu de cela, à la place ● Adverbe",,
17,"Er hat das teure Auto nicht gekauft, _____ hat er sich für ein günstigeres Modell entschieden.",stattdessen,stattdessen,"Er hat das teure Auto nicht gekauft, stattdessen hat er sich für ein günstigeres Modell entschieden.","He didn’t buy the expensive car; instead, he chose a cheaper model.",Il n’a pas acheté la voiture chère ; il a plutôt choisi un modèle moins cher.,,,stattdessen = instead ● Adverb,"stattdessen = au lieu de cela, à la place ● Adverbe",,
17,"Sie wollte kochen, _____ hat sie Essen bestellt.",stattdessen,stattdessen,"Sie wollte kochen, stattdessen hat sie Essen bestellt.","She wanted to cook; instead, she ordered food.","Elle voulait cuisiner ; au lieu de cela, elle a commandé de la nourriture.",,,stattdessen = instead ● Adverb,"stattdessen = au lieu de cela, à la place ● Adverbe",,
17,"Wir wollten spazieren gehen, aber es hat geregnet; _____ haben wir ein Café besucht.",stattdessen,stattdessen,"Wir wollten spazieren gehen, aber es hat geregnet; stattdessen haben wir ein Café besucht.","We wanted to go for a walk, but it rained; instead, we visited a café.","Nous voulions faire une promenade, mais il pleuvait ; à la place, nous sommes allés dans un café.",,,stattdessen = instead ● Adverb,"stattdessen = au lieu de cela, à la place ● Adverbe",,
17,"Er hatte keine Lust zu lernen, _____ hat er Videospiele gespielt.",stattdessen,stattdessen,"Er hatte keine Lust zu lernen, stattdessen hat er Videospiele gespielt.","He didn’t feel like studying; instead, he played video games.","Il n’avait pas envie d’étudier ; à la place, il jouait à des jeux vidéo.",,,stattdessen = instead ● Adverb,"stattdessen = au lieu de cela, à la place ● Adverbe",,
17,"Er hat nicht für die Prüfung gelernt, _____ hat er sie nicht bestanden.",folglich,folglich,"Er hat nicht für die Prüfung gelernt, folglich hat er sie nicht bestanden.","He didn’t study for the exam; consequently, he didn’t pass it.","Il n’a pas étudié pour l’examen et, par conséquent, il ne l’a pas réussi.",,,"folglich = consequently, as a result, thereupon ● Adverb","folglich = par conséquent, en conséquence ● Adverbe",,
17,"Es gab einen Unfall auf der Autobahn, _____ hatten wir eine lange Verspätung.",folglich,folglich,"Es gab einen Unfall auf der Autobahn, folglich hatten wir eine lange Verspätung.","There was an accident on the highway; consequently, we had a long delay.","Il y a eu un accident sur l'autoroute, ce qui a entraîné un long retard.",,,"folglich = consequently, as a result, thereupon ● Adverb","folglich = par conséquent, en conséquence ● Adverbe",,
