exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
21,"Ich sitze lieber _____ im Bus, weil es ruhiger ist.",hinten,"Ich sitze lieber hinten im Bus, weil es ruhiger ist.",I prefer to sit at the back of the bus because it is quieter.,Je préfère m'asseoir à l'arrière du bus parce que c'est plus calme.,hinten = at the back,hinten = à l'arrière,,
21,"Der Eingang ist vorne, aber _____ gibt es einen Notausgang.",hinten,"Der Eingang ist vorne, aber hinten gibt es einen Notausgang.","The entrance is at the front, but there is an emergency exit at the back.","L'entrée se fait à l'avant, mais il y a une sortie de secours à l'arrière.",hinten = at the back,hinten = à l'arrière,,
21,_____ im Schrank habe ich noch ein altes Fotoalbum gefunden.,Hinten,Hinten im Schrank habe ich noch ein altes Fotoalbum gefunden.,"At the back of the cupboard, I found an old photo album.","Au fond du placard, j'ai trouvé un vieil album photo.",hinten = at the back,hinten = à l'arrière,,
21,Das Konzert dauert _____ zwei Stunden.,circa,Das Konzert dauert circa zwei Stunden.,The concert lasts about two hours.,Le concert dure environ deux heures.,"circa = approximately, about","circa = environ, approximativement",,
21,Wir haben _____ 20 Gäste zur Feier eingeladen.,circa,Wir haben circa 20 Gäste zur Feier eingeladen.,We invited approximately 20 guests to the party.,Nous avons invité environ 20 invités à la fête.,"circa = approximately, about","circa = environ, approximativement",,
21,Der Zug kommt in _____ fünf Minuten an.,circa,Der Zug kommt in circa fünf Minuten an.,The train arrives in about five minutes.,Le train arrive dans environ cinq minutes.,"circa = approximately, about","circa = environ, approximativement",,
21,Die Reise nach Berlin dauert _____ vier Stunden mit dem Auto.,circa,Die Reise nach Berlin dauert circa vier Stunden mit dem Auto.,The trip to Berlin takes about four hours by car.,Le voyage jusqu'à Berlin dure environ quatre heures en voiture.,"circa = approximately, about","circa = environ, approximativement",,
21,Die Wohnung kostet _____ 1.000 Euro pro Monat.,circa,Die Wohnung kostet circa 1.000 Euro pro Monat.,"The apartment costs approximately 1,000 euros per month.",L'appartement coûte environ 1 000 euros par mois.,"circa = approximately, about","circa = environ, approximativement",,
21,Bitte rufen Sie mich _____ zurück.,sofort,Bitte rufen Sie mich sofort zurück.,Please call me back immediately.,"S'il vous plaît, rappelez-moi immédiatement.","sofort = immediately, right away","sofort = immédiatement, tout de suite",,
21,Er musste _____ ins Krankenhaus gehen.,sofort,Er musste sofort ins Krankenhaus gehen.,He had to go to the hospital right away.,Il a dû aller à l’hôpital immédiatement.,"sofort = immediately, right away","sofort = immédiatement, tout de suite",,
21,"Ich komme _____, ich muss nur noch meine Schuhe anziehen.",sofort,"Ich komme sofort, ich muss nur noch meine Schuhe anziehen.","I’ll come immediately, I just need to put on my shoes.","Je viens tout de suite, il me suffit de mettre mes chaussures.","sofort = immediately, right away","sofort = immédiatement, tout de suite",,
21,"Wenn du Hilfe brauchst, sag es mir _____.",sofort,"Wenn du Hilfe brauchst, sag es mir sofort.","If you need help, tell me right away.","Si vous avez besoin d’aide, dites-le-moi tout de suite.","sofort = immediately, right away","sofort = immédiatement, tout de suite",,
21,Nach dem Unfall rief sie _____ die Polizei an.,sofort,Nach dem Unfall rief sie sofort die Polizei an.,"After the accident, she immediately called the police.","Après l'accident, elle a immédiatement appelé la police.","sofort = immediately, right away","sofort = immédiatement, tout de suite",,
21,Ich habe _____ einen neuen Job angefangen.,vor kurzem,Ich habe vor kurzem einen neuen Job angefangen.,I recently started a new job.,J'ai récemment commencé un nouvel emploi.,vor kurzem = recently,vor kurzem = récemment,,
21,_____ habe ich ein interessantes Buch gelesen.,Vor kurzem,Vor kurzem habe ich ein interessantes Buch gelesen.,I read an interesting book a short time ago.,J'ai lu un livre intéressant il y a peu de temps.,vor kurzem = recently,vor kurzem = récemment,,
21,Wir sind _____ in eine neue Wohnung gezogen.,vor kurzem,Wir sind vor kurzem in eine neue Wohnung gezogen.,We moved into a new apartment recently.,Nous avons récemment emménagé dans un nouvel appartement.,vor kurzem = recently,vor kurzem = récemment,,
21,Er hat _____ mit dem Klavierspielen begonnen.,vor kurzem,Er hat vor kurzem mit dem Klavierspielen begonnen.,He started playing the piano a short time ago.,Il a commencé à jouer du piano il y a peu de temps.,vor kurzem = recently,vor kurzem = récemment,,
21,_____ habe ich eine alte Schulfreundin wiedergetroffen.,Vor kurzem,Vor kurzem habe ich eine alte Schulfreundin wiedergetroffen.,I recently met an old school friend again.,J'ai récemment rencontré à nouveau un vieil ami d'école.,vor kurzem = recently,vor kurzem = récemment,,
21,Ich arbeite _____ an einem wichtigen Projekt.,zurzeit,Ich arbeite zurzeit an einem wichtigen Projekt.,I am currently working on an important project.,Je travaille actuellement sur un projet important.,"zurzeit = currently, at present",zurzeit = actuellement,,
21,_____ ist das Wetter sehr kalt.,Zurzeit,Zurzeit ist das Wetter sehr kalt.,"At the moment, the weather is very cold.","En ce moment, il fait très froid.","zurzeit = currently, at present",zurzeit = actuellement,,
21,"Er lernt _____ Spanisch, weil er nach Madrid reisen möchte.",zurzeit,"Er lernt zurzeit Spanisch, weil er nach Madrid reisen möchte.",He is currently learning Spanish because he wants to travel to Madrid.,Il apprend actuellement l'espagnol car il veut voyager à Madrid.,"zurzeit = currently, at present",zurzeit = actuellement,,
21,_____ gibt es viele Baustellen in der Stadt.,Zurzeit,Zurzeit gibt es viele Baustellen in der Stadt.,"At the moment, there are many construction sites in the city.",Il y a actuellement de nombreux chantiers de construction dans la ville.,"zurzeit = currently, at present",zurzeit = actuellement,,
21,Wir haben _____ keine freien Termine.,zurzeit,Wir haben zurzeit keine freien Termine.,We currently have no available appointments.,Nous n'avons actuellement aucun rendez-vous disponible.,"zurzeit = currently, at present",zurzeit = actuellement,,
21,_____ möchte ich in einem anderen Land leben.,Zukünftig,Zukünftig möchte ich in einem anderen Land leben.,"In the future, I want to live in another country.","À l’avenir, je veux vivre dans un autre pays.",zukünftig = in the future,"zukünftig = dans le futur, à l'avenir",,
21,Die Firma wird _____ mehr in erneuerbare Energien investieren.,zukünftig,Die Firma wird zukünftig mehr in erneuerbare Energien investieren.,The company will invest more in renewable energy in the future.,L’entreprise investira davantage dans les énergies renouvelables à l’avenir.,zukünftig = in the future,"zukünftig = dans le futur, à l'avenir",,
21,_____ werde ich mehr auf meine Gesundheit achten.,Zukünftig,Zukünftig werde ich mehr auf meine Gesundheit achten.,"In the future, I will take better care of my health.","À l’avenir, je prendrai mieux soin de ma santé.",zukünftig = in the future,"zukünftig = dans le futur, à l'avenir",,
21,"Er hofft, dass er _____ weniger Überstunden machen muss.",zukünftig,"Er hofft, dass er zukünftig weniger Überstunden machen muss.",He hopes that he will have to work fewer overtime hours in the future.,Il espère qu’il devra faire moins d’heures supplémentaires à l’avenir.,zukünftig = in the future,"zukünftig = dans le futur, à l'avenir",,
21,_____ wollen wir unsere Produktion umweltfreundlicher gestalten.,Zukünftig,Zukünftig wollen wir unsere Produktion umweltfreundlicher gestalten.,"In the future, we want to make our production more environmentally friendly.","À l’avenir, nous souhaitons rendre notre production plus respectueuse de l’environnement.",zukünftig = in the future,"zukünftig = dans le futur, à l'avenir",,
21,"Ich mag viele Sportarten, aber ich spiele _____ gern Tennis.",besonders,"Ich mag viele Sportarten, aber ich spiele besonders gern Tennis.","I like many sports, but I especially enjoy playing tennis.","J'aime beaucoup de sports, mais j'aime particulièrement jouer au tennis.","besonders = especially, particularly, above all","besonders = surtout, particulièrement",,
21,Das Essen im Restaurant war _____ lecker.,besonders,Das Essen im Restaurant war besonders lecker.,The food in the restaurant was particularly delicious.,La nourriture au restaurant était particulièrement délicieuse.,"besonders = especially, particularly, above all","besonders = surtout, particulièrement",,
21,"Dieses Buch ist _____ interessant für Menschen, die Geschichte mögen.",besonders,"Dieses Buch ist besonders interessant für Menschen, die Geschichte mögen.",This book is especially interesting for people who like history.,Ce livre est particulièrement intéressant pour les personnes qui aiment l’histoire.,"besonders = especially, particularly, above all","besonders = surtout, particulièrement",,
21,"Er arbeitet _____ hart, um seine Ziele zu erreichen.",besonders,"Er arbeitet besonders hart, um seine Ziele zu erreichen.",He works particularly hard to achieve his goals.,Il travaille particulièrement dur pour atteindre ses objectifs.,"besonders = especially, particularly, above all","besonders = surtout, particulièrement",,
21,Das Wetter ist heute _____ schön für einen Spaziergang.,besonders,Das Wetter ist heute besonders schön für einen Spaziergang.,The weather is especially nice today for a walk.,Le temps est particulièrement agréable aujourd'hui pour une promenade.,"besonders = especially, particularly, above all","besonders = surtout, particulièrement",,
22,,natürlich,,"naturally, of course","naturellement, bien sûr","natürlich = naturally, of course","natürlich = naturellement, bien sûr",,
22,,eigentlich,,"actually, indeed","en fait, en effet","eigentlich = actually, indeed","eigentlich = en fait, en effet",,
22,,wahrscheinlich,,"probably, likely","probablement, vraisemblablement","wahrscheinlich = probably, likely","wahrscheinlich = probablement, vraisemblablement",,
22,,viel,,a lot,beaucoup,viel = a lot,viel = beaucoup,wenig,
22,,wenig,,little,peu,wenig = little,wenig = peu,viel,
22,,gut,,well,bien,gut = well,gut = bien,schlecht,
22,,schlecht,,"badly, poorly",mal,"schlecht = badly, poorly",schlecht = mal,gut,
22,,langsam,,slowly,lentement,langsam = slowly,langsam = lentement,schnell,
22,,schnell,,"quickly, rapidly","vite, rapidement","schnell = quickly, rapidly","schnell = vite, rapidement",langsam,
22,,direkt,,directly,directement,direkt = directly,direkt = directement,indirekt,
22,,indirekt,,indirectly,indirectement,indirekt = indirectly,indirekt = indirectement,direkt,
22,,richtig,,"correctly, properly",correctement,"richtig = correctly, properly",richtig = correctement,falsch,
22,,falsch,,incorrectly,"mal, incorrectement",falsch = incorrectly,"falsch = mal, incorrectement",richtig,
22,,genau,,"exactly, precisely, specifically","exactement, précisément","genau = exactly, precisely, specifically","genau = exactement, précisément",,
22,,leicht,,easily,facilement,leicht = easily,leicht = facilement,kaum,
23,"_____ helfe ich dir, wenn du Hilfe brauchst.",Natürlich,"Natürlich helfe ich dir, wenn du Hilfe brauchst.","Of course, I will help you if you need help.","Bien sûr, je t'aiderai si tu as besoin d'aide.","natürlich = naturally, of course","natürlich = naturellement, bien sûr",,
23,"Er war müde, also hat er sich _____ früh schlafen gelegt.",natürlich,"Er war müde, also hat er sich natürlich früh schlafen gelegt.","He was tired, so of course, he went to bed early.","Il était fatigué, alors bien sûr, il s'est couché tôt.","natürlich = naturally, of course","natürlich = naturellement, bien sûr",,
23,"_____ kannst du mich jederzeit anrufen, wenn du Fragen hast.",Natürlich,"Natürlich kannst du mich jederzeit anrufen, wenn du Fragen hast.","Of course, you can call me anytime if you have questions.","Bien sûr, vous pouvez m'appeler à tout moment si vous avez des questions.","natürlich = naturally, of course","natürlich = naturellement, bien sûr",,
23,"_____ wollte ich ins Kino gehen, aber ich habe keine Zeit.",Eigentlich,"Eigentlich wollte ich ins Kino gehen, aber ich habe keine Zeit.","Actually, I wanted to go to the cinema, but I don't have time.","En fait, je voulais aller au cinéma, mais je n'ai pas le temps.","eigentlich = actually, indeed","eigentlich = en fait, en effet",,
23,"Er ist _____ sehr nett, aber manchmal ein bisschen schüchtern.",eigentlich,"Er ist eigentlich sehr nett, aber manchmal ein bisschen schüchtern.","He is actually very nice, but sometimes a little shy.","Il est en fait très gentil, mais parfois un peu timide.","eigentlich = actually, indeed","eigentlich = en fait, en effet",,
23,"_____ esse ich kein Fleisch, aber heute mache ich eine Ausnahme.",Eigentlich,"Eigentlich esse ich kein Fleisch, aber heute mache ich eine Ausnahme.","Actually, I don’t eat meat, but today I’m making an exception.","En fait, je ne mange pas de viande, mais aujourd’hui je fais une exception.","eigentlich = actually, indeed","eigentlich = en fait, en effet",,
23,"Es wird _____ morgen regnen, also nimm einen Regenschirm mit.",wahrscheinlich,"Es wird wahrscheinlich morgen regnen, also nimm einen Regenschirm mit.","It will probably rain tomorrow, so take an umbrella with you.","Il pleuvra probablement demain, alors prenez un parapluie avec vous.","wahrscheinlich = probably, likely","wahrscheinlich = probablement, vraisemblablement",,
23,"Er kommt _____ später, weil er noch viel Arbeit hat.",wahrscheinlich,"Er kommt wahrscheinlich später, weil er noch viel Arbeit hat.",He will probably arrive later because he still has a lot of work.,Il arrivera probablement plus tard car il a encore beaucoup de travail.,"wahrscheinlich = probably, likely","wahrscheinlich = probablement, vraisemblablement",,
