Nr,exercise,level,level_routledge,level_goethe,question,answer,german,english,french,plural,explanation_plural_english,explanation_plural_french,explanation_english_,explanation_french_,explanation_english,explanation_french
521,27,B1,A1,B1,_____ Leiter,die,die Leiter,the ladder,l'échelle,die Leitern,<br><br>Plural: die Leitern,<br><br>Pluriel: die Leitern,,,<br><br>Plural: die Leitern,<br><br>Pluriel: die Leitern
522,28,B1,A1,B1,_____ Abschluss,der,der Abschluss,the conclusion,la conclusion,die Abschlüsse,<br><br>Plural: die Abschlüsse,<br><br>Pluriel: die Abschlüsse,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Abschlüsse<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Abschlüsse<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
523,28,B1,A1,B1,_____ Semester,das,das Semester,the semester,le semestre,,​,​,Words coming from the French or Latin who do not have a recurring ending are usually Neuter,Les mots d’origine française ou latine qui n’ont pas par une terminaison récurrente sont généralement Neutres,​<br><br>Words coming from the French or Latin who do not have a recurring ending are usually Neuter,​<br><br>Les mots d’origine française ou latine qui n’ont pas par une terminaison récurrente sont généralement Neutres
524,28,B1,A1,B1,_____ Tradition,die,die Tradition,the tradition,la tradition,die Traditionen,<br><br>Plural: die Traditionen,<br><br>Pluriel: die Traditionen,Words finishing in <i>-ion</i> are usually Feminine,Les noms communs se terminant par <i>-ion</i> sont généralement Féminins,<br><br>Plural: die Traditionen<br><br>Words finishing in <i>-ion</i> are usually Feminine,<br><br>Pluriel: die Traditionen<br><br>Les noms communs se terminant par <i>-ion</i> sont généralement Féminins
525,28,B1,A1,B1,_____ Anlage,die,die Anlage,the attachment,la pièce jointe,die Anlagen,<br><br>Plural: die Anlagen,<br><br>Pluriel: die Anlagen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Anlagen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Anlagen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
526,28,B1,A1,B1,_____ Behörde,die,die Behörde,the authority,l'autorité,die Behörden,<br><br>Plural: die Behörden,<br><br>Pluriel: die Behörden,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Behörden<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Behörden<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
527,28,B1,A1,B1,_____ Bühne,die,die Bühne,the stage,la scène,die Bühnen,<br><br>Plural: die Bühnen,<br><br>Pluriel: die Bühnen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Bühnen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Bühnen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
528,28,B1,A1,B1,_____ Gelegenheit,die,die Gelegenheit,the opportunity,l'opportunité,die Gelegenheiten,<br><br>Plural: die Gelegenheiten,<br><br>Pluriel: die Gelegenheiten,Words finishing in <i>-heit</i> are Feminine,Les noms communs se terminant par <i>-heit</i> sont Féminins,<br><br>Plural: die Gelegenheiten<br><br>Words finishing in <i>-heit</i> are Feminine,<br><br>Pluriel: die Gelegenheiten<br><br>Les noms communs se terminant par <i>-heit</i> sont Féminins
529,28,B1,A1,B1,_____ Hof,der,der Hof,the yard,la cour,die Höfe,<br><br>Plural: die Höfe,<br><br>Pluriel: die Höfe,,,<br><br>Plural: die Höfe,<br><br>Pluriel: die Höfe
530,28,B1,A1,B1,_____ Kommunikation,die,die Kommunikation,the communication,la communication,die Kommunikationen,<br><br>Plural: die Kommunikationen,<br><br>Pluriel: die Kommunikationen,Words finishing in <i>-ion</i> are usually Feminine,Les noms communs se terminant par <i>-ion</i> sont généralement Féminins,<br><br>Plural: die Kommunikationen<br><br>Words finishing in <i>-ion</i> are usually Feminine,<br><br>Pluriel: die Kommunikationen<br><br>Les noms communs se terminant par <i>-ion</i> sont généralement Féminins
531,28,B1,A2,B1,_____ Verständnis,das,das Verständnis,the understanding,la compréhension,die Verständnisse,<br><br>Plural: die Verständnisse,<br><br>Pluriel: die Verständnisse,Words finishing in <i>-nis</i> are mostly Neuter,Les noms communs se terminant par <i>-nis</i> sont pour la plupart Neutres,<br><br>Plural: die Verständnisse<br><br>Words finishing in <i>-nis</i> are mostly Neuter,<br><br>Pluriel: die Verständnisse<br><br>Les noms communs se terminant par <i>-nis</i> sont pour la plupart Neutres
532,28,B1,A2,B1,_____ Zusammenarbeit,die,die Zusammenarbeit,the collaboration,la collaboration,die Zusammenarbeiten,<br><br>Plural: die Zusammenarbeiten,<br><br>Pluriel: die Zusammenarbeiten,Words formed from verb stems that end in <i>-t</i> are usually Feminine,Les noms communs formés à partir de racines verbales se terminant par <i>-t</i> sont généralement Féminins,<br><br>Plural: die Zusammenarbeiten<br><br>Words formed from verb stems that end in <i>-t</i> are usually Feminine,<br><br>Pluriel: die Zusammenarbeiten<br><br>Les noms communs formés à partir de racines verbales se terminant par <i>-t</i> sont généralement Féminins
533,28,B1,A2,B1,_____ Stein,der,der Stein,the stone,la pierre,die Steine,<br><br>Plural: die Steine,<br><br>Pluriel: die Steine,,,<br><br>Plural: die Steine,<br><br>Pluriel: die Steine
534,28,B1,A2,B1,_____ Änderung,die,die Änderung,the change,le changement,die Änderungen,<br><br>Plural: die Änderungen,<br><br>Pluriel: die Änderungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Änderungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Änderungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
535,28,B1,A2,B1,_____ Ausnahme,die,die Ausnahme,the exception,l'exception,die Ausnahmen,<br><br>Plural: die Ausnahmen,<br><br>Pluriel: die Ausnahmen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Ausnahmen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Ausnahmen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
536,28,B1,A2,B1,_____ Bau,der,der Bau,the construction,la construction,die Bauten,<br><br>Plural: die Bauten,<br><br>Pluriel: die Bauten,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Bauten<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Bauten<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
537,28,B1,A2,B1,_____ Konflikt,der,der Konflikt,the conflict,le conflit,die Konflikte,<br><br>Plural: die Konflikte,<br><br>Pluriel: die Konflikte,,,<br><br>Plural: die Konflikte,<br><br>Pluriel: die Konflikte
538,28,B1,A2,B1,_____ Leitung,die,die Leitung,the management,la direction,die Leitungen,<br><br>Plural: die Leitungen,<br><br>Pluriel: die Leitungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Leitungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Leitungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
539,28,B1,A2,B1,_____ Mehrheit,die,die Mehrheit,the majority,la majorité,die Mehrheiten,<br><br>Plural: die Mehrheiten,<br><br>Pluriel: die Mehrheiten,Words finishing in <i>-heit</i> are Feminine,Les noms communs se terminant par <i>-heit</i> sont Féminins,<br><br>Plural: die Mehrheiten<br><br>Words finishing in <i>-heit</i> are Feminine,<br><br>Pluriel: die Mehrheiten<br><br>Les noms communs se terminant par <i>-heit</i> sont Féminins
540,28,B1,A2,B1,_____ Aktivität,die,die Aktivität,the activity,l'activité,die Aktivitäten,<br><br>Plural: die Aktivitäten,<br><br>Pluriel: die Aktivitäten,Words finishing in <i>-tät</i> are Feminine,Les noms communs se terminant par <i>-tät</i> sont Féminins,<br><br>Plural: die Aktivitäten<br><br>Words finishing in <i>-tät</i> are Feminine,<br><br>Pluriel: die Aktivitäten<br><br>Les noms communs se terminant par <i>-tät</i> sont Féminins
541,28,B1,A2,B1,_____ Dach,das,das Dach,the roof,le toit,die Dächer,<br><br>Plural: die Dächer,<br><br>Pluriel: die Dächer,,,<br><br>Plural: die Dächer,<br><br>Pluriel: die Dächer
542,29,B1,A2,B1,_____ Kandidat,der,der Kandidat,the candidate,le candidat,die Kandidaten,<br><br>Plural: die Kandidaten,<br><br>Pluriel: die Kandidaten,"Words designating Men, including through professions and nationalities, are Masculine","Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins","<br><br>Plural: die Kandidaten<br><br>Words designating Men, including through professions and nationalities, are Masculine","<br><br>Pluriel: die Kandidaten<br><br>Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins"
543,29,B1,A2,B1,_____ Mauer,die,die Mauer,the wall,le mur,die Mauern,<br><br>Plural: die Mauern,<br><br>Pluriel: die Mauern,,,<br><br>Plural: die Mauern,<br><br>Pluriel: die Mauern
544,29,B1,A2,B1,_____ Runde,die,die Runde,the round,le rond,die Runden,<br><br>Plural: die Runden,<br><br>Pluriel: die Runden,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Runden<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Runden<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
545,29,B1,A2,B1,_____ Stern,der,der Stern,the star,la star,die Sterne,<br><br>Plural: die Sterne,<br><br>Pluriel: die Sterne,,,<br><br>Plural: die Sterne,<br><br>Pluriel: die Sterne
546,29,B1,A2,B1,_____ Experte,der,der Experte,the expert,l'expert,die Experten,<br><br>Plural: die Experten,<br><br>Pluriel: die Experten,"Words designating Men, including through professions and nationalities, are Masculine","Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins","<br><br>Plural: die Experten<br><br>Words designating Men, including through professions and nationalities, are Masculine","<br><br>Pluriel: die Experten<br><br>Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins"
547,29,B1,A2,B1,_____ Meister,der,der Meister,the master,le maître,die Meister,<br><br>Plural: die Meister,<br><br>Pluriel: die Meister,"Words designating Men, including through professions and nationalities, are Masculine","Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins","<br><br>Plural: die Meister<br><br>Words designating Men, including through professions and nationalities, are Masculine","<br><br>Pluriel: die Meister<br><br>Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins"
548,29,B1,A2,B1,_____ Zugang,der,der Zugang,the access,l'accès,die Zugänge,<br><br>Plural: die Zugänge,<br><br>Pluriel: die Zugänge,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Zugänge<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Zugänge<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
549,29,B1,A2,B1,_____ Figur,die,die Figur,the character,le personnage,die Figuren,<br><br>Plural: die Figuren,<br><br>Pluriel: die Figuren,Words finishing in <i>-ur</i> are usually Feminine,Les noms communs se terminant par <i>-ur</i> sont généralement Féminins,<br><br>Plural: die Figuren<br><br>Words finishing in <i>-ur</i> are usually Feminine,<br><br>Pluriel: die Figuren<br><br>Les noms communs se terminant par <i>-ur</i> sont généralement Féminins
550,29,B1,A2,B1,_____ Frieden,der,der Frieden,the peace,la paix,,​,​,,,​,​
551,29,B1,A2,B1,_____ Industrie,die,die Industrie,the industry,l'industrie,die Industrien,<br><br>Plural: die Industrien,<br><br>Pluriel: die Industrien,Words finishing in <i>-ie</i> are usually Feminine,Les noms communs se terminant par <i>-ie</i> sont généralement Féminins,<br><br>Plural: die Industrien<br><br>Words finishing in <i>-ie</i> are usually Feminine,<br><br>Pluriel: die Industrien<br><br>Les noms communs se terminant par <i>-ie</i> sont généralement Féminins
552,29,B1,A2,B1,_____ Darstellung,die,die Darstellung,the representation,la représentation,die Darstellungen,<br><br>Plural: die Darstellungen,<br><br>Pluriel: die Darstellungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Darstellungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Darstellungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
553,29,B1,A2,B1,_____ Gewalt,die,die Gewalt,the violence,la violence,die Gewalten,<br><br>Plural: die Gewalten,<br><br>Pluriel: die Gewalten,,,<br><br>Plural: die Gewalten,<br><br>Pluriel: die Gewalten
554,29,B1,A2,B1,_____ Lager,das,das Lager,the warehouse,l'entrepôt,die Lager,<br><br>Plural: die Lager,<br><br>Pluriel: die Lager,,,<br><br>Plural: die Lager,<br><br>Pluriel: die Lager
555,29,B1,A2,B1,_____ Lehre,die,die Lehre,the teaching,l'enseignement,die Lehren,<br><br>Plural: die Lehren,<br><br>Pluriel: die Lehren,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Lehren<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Lehren<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
556,29,B1,A2,B1,_____ Rat,der,der Rat,the council,le conseil,die Räte,<br><br>Plural: die Räte,<br><br>Pluriel: die Räte,,,<br><br>Plural: die Räte,<br><br>Pluriel: die Räte
557,29,B1,A2,B1,_____ Schatten,der,der Schatten,the shadow,l'ombre,die Schatten,<br><br>Plural: die Schatten,<br><br>Pluriel: die Schatten,,,<br><br>Plural: die Schatten,<br><br>Pluriel: die Schatten
558,29,B1,A2,B1,_____ Strecke,die,die Strecke,the route,la route,die Strecken,<br><br>Plural: die Strecken,<br><br>Pluriel: die Strecken,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Strecken<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Strecken<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
559,29,B1,A2,B1,_____ Szene,die,die Szene,the scene,la scène,die Szenen,<br><br>Plural: die Szenen,<br><br>Pluriel: die Szenen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Szenen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Szenen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
