exercise,level,level_routledge,level_goethe,question,answer,german,english,french,explanation_english_,explanation_french_,explanation_english,explanation_french
29,B1,A2,B1,die Decke,Decken,die Decken,the ceiling,le plafond,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
29,B1,A2,B1,die Schuld,Schulden,die Schulden,the blame,la faute,,,​,​
29,B1,A2,B1,die Stimmung,Stimmungen,die Stimmungen,the mood,l'humeur,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
29,B1,A2,B1,die Alternative,Alternativen,die Alternativen,the alternative,l'alternative,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
29,B1,A2,B1,der Leser,Leser,die Leser,the reader,le lecteur,,,​,​
29,B1,A2,B1,die Tante,Tanten,die Tanten,the aunt,la tante,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
29,B1,A2,B1,die Temperatur,Temperaturen,die Temperaturen,the temperature,la température,,,​,​
29,B1,A2,B1,die Ware,Waren,die Waren,the goods,la marchandise,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
29,B1,A2,B1,die Brust,Brüste,die Brüste,the breast,le sein,,,​,​
29,B1,A2,B1,die Einführung,Einführungen,die Einführungen,the introduction,l'introduction,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
29,B1,A2,B1,die Länge,Längen,die Längen,the length,la longueur,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
29,B1,A2,B1,das Loch,Löcher,die Löcher,the hole,le trou,,,​,​
29,B1,A2,B1,die Religion,Religionen,die Religionen,the religion,la religion,,,​,​
29,B1,A2,B1,der Spieler,Spieler,die Spieler,the player,le joueur,,,​,​
30,B1,A2,B1,die Summe,Summen,die Summen,the sum,la somme,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
30,B1,A2,B1,der Vorwurf,Vorwürfe,die Vorwürfe,the accusation,l'accusation,,,​,​
30,B1,A2,B1,der Wissenschaftler,Wissenschaftler,die Wissenschaftler,the scientist,le scientifique,,,​,​
30,B1,A2,B1,die Krise,Krisen,die Krisen,the crisis,la crise,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
30,B1,A2,B1,die Landwirtschaft,Landwirtschaften,die Landwirtschaften,agriculture,agriculture,,,​,​
30,B1,A2,B1,die Realität,Realitäten,die Realitäten,the reality,la réalité,,,​,​
30,B1,A2,B1,die Botschaft,Botschaften,die Botschaften,the message,le message,,,​,​
30,B1,A2,B1,der Fortschritt,Fortschritte,die Fortschritte,the progress,le progrès,,,​,​
30,B1,A2,B1,die Mühe,Mühen,die Mühen,the effort,l'effort,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
30,B1,A2,B1,die Nachfrage,Nachfragen,die Nachfragen,the demand,la demande,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
30,B1,A2,B1,die Pflicht,Pflichten,die Pflichten,the duty,le devoir,,,​,​
30,B1,A2,B1,der Teilnehmer,Teilnehmer,die Teilnehmer,the participant,le participant,,,​,​
30,B1,A2,B1,die Fremdsprache,Fremdsprachen,die Fremdsprachen,the foreign language,la langue étrangère,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
30,B1,A2,B1,der Gegner,Gegner,die Gegner,the opponent,l'adversaire,,,​,​
30,B1,A2,B1,der Käufer,Käufer,die Käufer,the buyer,l'acheteur,,,​,​
30,B1,A2,B1,die Verwaltung,Verwaltungen,die Verwaltungen,the administration,l'administration,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
30,B1,A2,B1,der Betrag,Beträge,die Beträge,the amount,la quantité,,,​,​
30,B1,A2,B1,der Kauf,Käufe,die Käufe,the purchase,l'achat,,,​,​
30,B1,A2,B1,die Konkurrenz,Konkurrenzen,die Konkurrenzen,the competition,la compétition,,,​,​
30,B1,A2,B1,der Streit,Streite,die Streite,the dispute,le différend,,,​,​
31,B1,A2,B1,die Gemeinschaft,Gemeinschaften,die Gemeinschaften,the community,la communauté,,,​,​
31,B1,A2,B1,die Gewerkschaft,Gewerkschaften,die Gewerkschaften,the union,le syndicat,,,​,​
31,B1,A2,B1,der Handel,Händel,die Händel,the trade,le commerce,,,​,​
31,B1,A2,B1,der Nachteil,Nachteile,die Nachteile,the disadvantage,le désavantage,,,​,​
31,B1,A2,B1,der Sitz,Sitze,die Sitze,the seat,le siège,,,​,​
31,B1,A2,B1,der Start,Starts,die Starts,the start,le début,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
31,B1,A2,B1,die Tabelle,Tabellen,die Tabellen,the table,la table,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
31,B1,A2,B1,der Verdacht,Verdachte,die Verdachte,the suspicion,le soupçon,,,​,​
31,B1,B1,A1,der/die Beamte,Beamte,die Beamte,the civil servant,le fonctionnaire,,,​,​
31,B1,A2,B1,die Planung,Planungen,die Planungen,the planning,la planification,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
31,B1,A2,B1,der Polizist,Polizisten,die Polizisten,the police officer,l'agent de police,,,​,​
31,B1,A2,B1,der Schriftsteller,Schriftsteller,die Schriftsteller,the writer,l'écrivain,,,​,​
31,B1,A2,B1,die Steuer,Steuern,die Steuern,the tax,l'impôt,,,​,​
31,B1,B1,B1,das Steuer,Steuern,die Steuern,the steering wheel,le volant,,,​,​
31,B1,A2,B1,die Therapie,Therapien,die Therapien,the therapy,la thérapie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
31,B1,A2,B1,die Verletzung,Verletzungen,die Verletzungen,the injury,la blessure,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
31,B1,A2,B1,die Auswahl,Auswahlen,die Auswahlen,the selection,la sélection,,,​,​
31,B1,A2,B1,die Beschreibung,Beschreibungen,die Beschreibungen,the description,la description,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
31,B1,A2,B1,das Boot,Boote,die Boote,the boat,le bateau,,,​,​
31,B1,A2,B1,die Fläche,Flächen,die Flächen,the area,la région,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
32,B1,A2,B1,die Saison,Saisons,die Saisons,the season,la saison,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
32,B1,A2,B1,der Auftritt,Auftritte,die Auftritte,the performance,la performance,,,​,​
32,B1,A2,B1,das Fahrzeug,Fahrzeuge,die Fahrzeuge,the vehicle,le véhicule,,,​,​
32,B1,A2,B1,die Fotografie,Fotografien,die Fotografien,photography,photographie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
32,B1,A2,B1,der Hersteller,Hersteller,die Hersteller,the manufacturer,le fabricant,,,​,​
32,B1,A2,B1,das Holz,Hölzer,die Hölzer,the wood,le bois,,,​,​
32,B1,A2,B1,das Knie,Knie,die Knie,the knee,le genou,,,​,​
32,B1,A2,B1,die Liste,Listen,die Listen,the list,la liste,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
32,B1,A2,B1,die Schrift,Schriften,die Schriften,the writing,l'écriture,,,​,​
32,B1,A2,B1,der Verlag,Verlage,die Verlage,the publisher,l'éditeur,,,​,​
32,B1,A2,B1,die Abteilung,Abteilungen,die Abteilungen,the Department,le Département,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
32,B1,A2,B1,der Beweis,Beweise,die Beweise,the proof,la preuve,,,​,​
32,B1,A2,B1,das Detail,Details,die Details,the detail,le détail,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
32,B1,A2,B1,die Integration,Integrationen,die Integrationen,the integration,l'intégration,,,​,​
32,B1,A2,B1,das Abitur,Abiture,die Abiture,the high school diploma,le diplôme d'études secondaires,,,​,​
32,B1,A2,B1,der Bedarf,Bedarfe,die Bedarfe,the need,le besoin,,,​,​
32,B1,A2,B1,die Beratung,Beratungen,die Beratungen,the consultation,la consultation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
32,B1,A2,B1,die Beschäftigung,Beschäftigungen,die Beschäftigungen,the employment,l'emploi,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
32,B1,A2,B1,der Journalist,Journalisten,die Journalisten,the journalist,le journaliste,,,​,​
32,B1,A2,B1,der Spiegel,Spiegel,die Spiegel,the mirror,le miroir,,,​,​
33,B1,A2,B1,die Lippe,Lippen,die Lippen,the lip,la lèvre,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
33,B1,A2,B1,der Start,Starts,die Starts,the start,le début,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
33,B1,A2,B1,die Taste,Tasten,die Tasten,the key,la clé,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
33,B1,A2,B1,die Versicherung,Versicherungen,die Versicherungen,the insurance,l'assurance,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
