Nr,level,level_verben,question,answer,case,german,english,complement
1192,33,,the stink of,nach,,der Gestank,,
1193,33,,the suffering from,an,,das Leiden,,
1194,33,,the orientation to,an,,die Orientierung,,
1195,33,,the distinction in,in,,die Unterscheidung,,
1196,33,,the education to,zu,,die Erziehung,,
1197,33,,the mockery of,über,,der Spott,,
1198,33,,the astonishment at,über,,das Erstaunen,,
1199,33,,the envy of,auf,,der Neid,,
1200,33,,the waiver of,auf,,der Verzicht,,
1201,33,,the revenge for,für,,die Rache,,
1202,33,,the violation of,gegen,,der Verstoß,,
1203,33,,the composition of,aus,,die Zusammensetzung,,
1204,33,,the reputation as,als,,das Ansehen,,
1205,33,,the revenge on,an,,die Rache,,
1206,33,,the deception in,in,,die Täuschung,,
1207,33,,the structure in,in,,die Gliederung,,
1208,33,,the liberation from,von,,die Befreiung,,
1209,33,,the protection against,vor,,der Schutz,,
1210,33,,the request to,zu,,die Aufforderung,,
1211,33,,the transport to,zu,,die Beförderung,,
1212,33,,the decision to,zu,,der Entschluss,,
1213,33,,the persuasion to,zu,,die Überredung,,
1214,33,,the compulsion to,zu,,der Zwang,,
1215,34,,Die Verwandlung _____ einen modernen Raum war beeindruckend.,in,,Die Verwandlung in einen modernen Raum war beeindruckend.,The transformation into a modern space was impressive.,Verwandlung
1216,34,,Die Verwandlung _____ eine grüne Stadt ist ein großes Ziel.,in,,Die Verwandlung in eine grüne Stadt ist ein großes Ziel.,The transformation into a green city is a big goal.,Verwandlung
1217,34,,Die Unterhaltung _____ Politik war sehr spannend.,über,,Die Unterhaltung über Politik war sehr spannend.,The conversation about politics was very interesting.,Unterhaltung
1218,34,,Unsere Unterhaltung _____ das Buch dauerte stundenlang.,über,,Unsere Unterhaltung über das Buch dauerte stundenlang.,Our conversation about the book lasted for hours.,Unterhaltung
1219,34,,Ihre Wut _____ den Chef war kaum zu übersehen.,auf,,Ihre Wut auf den Chef war kaum zu übersehen.,Her anger at the boss was hard to miss.,Wut
1220,34,,Die Wut _____ den Verkehr wuchs mit jeder Minute.,auf,,Die Wut auf den Verkehr wuchs mit jeder Minute.,The anger at the traffic grew by the minute.,Wut
1221,34,,Sein Engagement _____ den Umweltschutz ist beeindruckend.,für,,Sein Engagement für den Umweltschutz ist beeindruckend.,His commitment to environmental protection is impressive.,Engagement
1222,34,,Das Engagement _____ soziale Projekte steigt.,für,,Das Engagement für soziale Projekte steigt.,The commitment to social projects is increasing.,Engagement
1223,34,,Die Verteidigung _____ die Angriffe war gut organisiert.,gegen,,Die Verteidigung gegen die Angriffe war gut organisiert.,The defense against the attacks was well organized.,Verteidigung
1224,34,,Seine Verteidigung _____ die Vorwürfe war überzeugend.,gegen,,Seine Verteidigung gegen die Vorwürfe war überzeugend.,His defense against the accusations was convincing.,Verteidigung
1225,34,,Die Unterhaltung _____ dem Gast war sehr angenehm.,mit,,Die Unterhaltung mit dem Gast war sehr angenehm.,The conversation with the guest was very pleasant.,Unterhaltung
1226,34,,Ich hatte eine interessante Unterhaltung _____ meiner Nachbarin.,mit,,Ich hatte eine interessante Unterhaltung mit meiner Nachbarin.,I had an interesting conversation with my neighbor.,Unterhaltung
1227,34,,Sein Ruf _____ Freiheit wurde laut.,nach,,Sein Ruf nach Freiheit wurde laut.,His call for freedom was loud.,Ruf
1228,34,,Der Ruf _____ Reformen wird immer stärker.,nach,,Der Ruf nach Reformen wird immer stärker.,The call for reforms is getting stronger.,Ruf
1229,34,,Der Gestank _____ Verbranntem war unerträglich.,nach,,Der Gestank nach Verbranntem war unerträglich.,The stench of something burnt was unbearable.,Gestank
1230,34,,Der Gestank _____ Abfall erfüllte den Raum.,nach,,Der Gestank nach Abfall erfüllte den Raum.,The stench of garbage filled the room.,Gestank
1231,34,,Das Leiden _____ Schlaflosigkeit beeinträchtigt ihn stark.,an,,Das Leiden an Schlaflosigkeit beeinträchtigt ihn stark.,The suffering from insomnia affects him severely.,Leiden
1232,34,,Ihr Leiden _____ Migräne ist chronisch.,an,,Ihr Leiden an Migräne ist chronisch.,Her suffering from migraines is chronic.,Leiden
1233,34,,Die Orientierung _____ den Zielen ist wichtig.,an,,Die Orientierung an den Zielen ist wichtig.,Orientation toward the goals is important.,Orientierung
1234,34,,Seine Orientierung _____ traditionellen Werten prägt sein Handeln.,an,,Seine Orientierung an traditionellen Werten prägt sein Handeln.,His orientation toward traditional values shapes his actions.,Orientierung
1235,34,,Die Unterscheidung _____ Gruppen hilft beim Verständnis.,in,,Die Unterscheidung in Gruppen hilft beim Verständnis.,The distinction into groups helps with understanding.,Unterscheidung
1236,34,,Die Unterscheidung _____ Kategorien ist nicht immer einfach.,in,,Die Unterscheidung in Kategorien ist nicht immer einfach.,The classification into categories is not always easy.,Unterscheidung
1237,34,,Die Erziehung _____ Selbstständigkeit beginnt früh.,zu,,Die Erziehung zu Selbstständigkeit beginnt früh.,Upbringing toward independence starts early.,Erziehung
1238,34,,Die Erziehung _____ Toleranz ist wichtig.,zu,,Die Erziehung zu Toleranz ist wichtig.,Education toward tolerance is important.,Erziehung
1239,34,,Sein Spott _____ den Vortrag war verletzend.,über,,Sein Spott über den Vortrag war verletzend.,His mockery of the presentation was hurtful.,Spott
1240,34,,Der Spott _____ den Politiker war laut.,über,,Der Spott über den Politiker war laut.,The mockery of the politician was loud.,Spott
1241,34,,Das Erstaunen _____ die Reaktion war groß.,über,,Das Erstaunen über die Reaktion war groß.,The astonishment at the reaction was great.,Erstaunen
1242,34,,Unser Erstaunen _____ den Sieg war ehrlich.,über,,Unser Erstaunen über den Sieg war ehrlich.,Our amazement at the victory was genuine.,Erstaunen
1243,34,,Sein Neid _____ den Nachbarn war unbegründet.,auf,,Sein Neid auf den Nachbarn war unbegründet.,His envy of the neighbor was unfounded.,Neid
1244,34,,Der Neid _____ ihren Erfolg war nicht zu übersehen.,auf,,Der Neid auf ihren Erfolg war nicht zu übersehen.,The envy of her success was noticeable.,Neid
1245,34,,Der Verzicht _____ Luxus fiel ihm schwer.,auf,,Der Verzicht auf Luxus fiel ihm schwer.,Renouncing luxury was difficult for him.,Verzicht
1246,34,,Sein Verzicht _____ das Erbe überraschte alle.,auf,,Sein Verzicht auf das Erbe überraschte alle.,His renunciation of the inheritance surprised everyone.,Verzicht
1247,34,,Sie schwor Rache _____ den Betrug.,für,,Sie schwor Rache für den Betrug.,She swore revenge for the betrayal.,Rache
1248,34,,Die Rache _____ das Unrecht ließ nicht lange auf sich warten.,für,,Die Rache für das Unrecht ließ nicht lange auf sich warten.,The revenge for the injustice came quickly.,Rache
1249,34,,Sein Verstoß _____ die Regeln blieb nicht unbestraft.,gegen,,Sein Verstoß gegen die Regeln blieb nicht unbestraft.,His violation of the rules did not go unpunished.,Verstoß
1250,34,,Der Verstoß _____ das Gesetz wurde angezeigt.,gegen,,Der Verstoß gegen das Gesetz wurde angezeigt.,The violation of the law was reported.,Verstoß
1251,34,,Die Zusammensetzung _____ verschiedenen Stoffen macht das Produkt aus.,aus,,Die Zusammensetzung aus verschiedenen Stoffen macht das Produkt aus.,The composition from various materials defines the product.,Zusammensetzung
1252,34,,Die Zusammensetzung _____ Experten unterschiedlicher Bereiche war sinnvoll.,aus,,Die Zusammensetzung aus Experten unterschiedlicher Bereiche war sinnvoll.,The composition of experts from different fields made sense.,Zusammensetzung
1253,34,,Sein Ansehen _____ Experte wurde nie infrage gestellt.,als,,Sein Ansehen als Experte wurde nie infrage gestellt.,His reputation as an expert was never questioned.,Ansehen
1254,34,,Das Ansehen _____ zuverlässiger Partner ist wichtig.,als,,Das Ansehen als zuverlässiger Partner ist wichtig.,Reputation as a reliable partner is important.,Ansehen
1255,34,,Die Rache _____ dem Täter war grausam.,an,,Die Rache an dem Täter war grausam.,The revenge on the perpetrator was cruel.,Rache
1256,34,,Ihre Rache _____ ihm war wohlüberlegt.,an,,Ihre Rache an ihm war wohlüberlegt.,Her revenge on him was deliberate.,Rache
1257,34,,Die Täuschung _____ dieser Frage war beabsichtigt.,in,,Die Täuschung in dieser Frage war beabsichtigt.,The deception in this matter was intentional.,Täuschung
1258,34,,Seine Täuschung _____ Details war schwer zu erkennen.,in,,Seine Täuschung in Details war schwer zu erkennen.,His deception in details was hard to detect.,Täuschung
1259,34,,Die Gliederung _____ Kapitel macht das Lesen einfacher.,in,,Die Gliederung in Kapitel macht das Lesen einfacher.,The division into chapters makes reading easier.,Gliederung
1260,34,,Die Gliederung _____ Bereiche ist sinnvoll.,in,,Die Gliederung in Bereiche ist sinnvoll.,The structure into sections is practical.,Gliederung
1261,34,,Die Befreiung _____ der Last fiel ihm schwer.,von,,Die Befreiung von der Last fiel ihm schwer.,Freeing himself from the burden was difficult.,Befreiung
1262,34,,Ihre Befreiung _____ der Verantwortung war notwendig.,von,,Ihre Befreiung von der Verantwortung war notwendig.,Her release from responsibility was necessary.,Befreiung
1263,34,,Der Schutz _____ Kälte ist wichtig im Winter.,vor,,Der Schutz vor Kälte ist wichtig im Winter.,Protection from the cold is important in winter.,Schutz
1264,34,,Der Schutz _____ Gefahren ist lebenswichtig.,vor,,Der Schutz vor Gefahren ist lebenswichtig.,Protection from dangers is vital.,Schutz
1265,34,,Die Aufforderung _____ Schweigen war deutlich.,zu,,Die Aufforderung zu Schweigen war deutlich.,The request to be silent was clear.,Aufforderung
1266,34,,Seine Aufforderung _____ Rücksicht wurde ignoriert.,zu,,Seine Aufforderung zu Rücksicht wurde ignoriert.,His request for consideration was ignored.,Aufforderung
1267,34,,Die Beförderung _____ Manager war verdient.,zum,,Die Beförderung zum Manager war verdient.,The promotion to manager was deserved.,Beförderung
1268,34,,Seine Beförderung _____ Direktor wurde gefeiert.,zum,,Seine Beförderung zum Direktor wurde gefeiert.,His promotion to director was celebrated.,Beförderung
1269,34,,Der Entschluss _____ einem Neuanfang fiel schwer.,zu,,Der Entschluss zu einem Neuanfang fiel schwer.,The decision to make a fresh start was hard.,Entschluss
1270,34,,Ihr Entschluss _____ dieser Reise war spontan.,zu,,Ihr Entschluss zu dieser Reise war spontan.,Her decision to take this trip was spontaneous.,Entschluss
1271,34,,Die Überredung _____ dem Kauf war geschickt.,zu,,Die Überredung zu dem Kauf war geschickt.,The persuasion to make the purchase was clever.,Überredung
1272,34,,Seine Überredung _____ dieser Handlung war erfolgreich.,zu,,Seine Überredung zu dieser Handlung war erfolgreich.,His persuasion to this action was successful.,Überredung
1273,34,,Der Zwang _____ Leistung belastet ihn.,zu,,Der Zwang zu Leistung belastet ihn.,The pressure to perform burdens him.,Zwang
1274,34,,Der Zwang _____ Ehrlichkeit war unangemessen.,zu,,Der Zwang zu Ehrlichkeit war unangemessen.,The compulsion for honesty was inappropriate.,Zwang
1275,35,,immune to,gegen,,immun,,
1276,35,,addicted to,nach,,süchtig,,
1277,35,,ill with,an,,erkrankt,,
1278,35,,appalled by,über,,entsetzt,,
1279,35,,jealous of,auf,,eifersüchtig,,
1280,35,,jealous of,auf,,neidisch,,
1281,35,,suitable for,für,,geeignet,,
1282,36,,Nach der Impfung ist sie immun _____ die Krankheit.,gegen,,Nach der Impfung ist sie immun gegen die Krankheit.,"After the vaccination, she is immune to the disease.",
1283,36,,Manche Tiere sind immun _____ bestimmte Gifte.,gegen,,Manche Tiere sind immun gegen bestimmte Gifte.,Some animals are immune to certain poisons.,
1284,36,,Er ist süchtig _____ Schokolade.,nach,,Er ist süchtig nach Schokolade.,He is addicted to chocolate.,
1285,36,,Viele Jugendliche sind süchtig _____ sozialen Medien.,nach,,Viele Jugendliche sind süchtig nach sozialen Medien.,Many teenagers are addicted to social media.,
1286,36,,Er ist _____ einer seltenen Krankheit erkrankt.,an,,Er ist an einer seltenen Krankheit erkrankt.,He is ill with a rare disease.,
1287,36,,Viele Menschen sind _____ Grippe erkrankt.,an,,Viele Menschen sind an Grippe erkrankt.,Many people are suffering from the flu.,
1288,36,,Ich bin entsetzt _____ seine Worte.,über,,Ich bin entsetzt über seine Worte.,I am horrified by his words.,
1289,36,,Wir waren entsetzt _____ das Ergebnis.,über,,Wir waren entsetzt über das Ergebnis.,We were horrified by the result.,
1290,36,,Sie ist eifersüchtig _____ ihre Schwester.,auf,,Sie ist eifersüchtig auf ihre Schwester.,She is jealous of her sister.,
1291,36,,Er ist eifersüchtig _____ ihren Erfolg.,auf,,Er ist eifersüchtig auf ihren Erfolg.,He is jealous of her success.,
1292,36,,Er ist neidisch _____ seinen Kollegen.,auf,,Er ist neidisch auf seinen Kollegen.,He is envious of his colleague.,
1293,36,,Ich bin neidisch _____ deine Fähigkeiten.,auf,,Ich bin neidisch auf deine Fähigkeiten.,I am envious of your skills.,
1294,36,,Sie ist sehr geeignet _____ diese Position.,für,,Sie ist sehr geeignet für diese Position.,She is well suited for this position.,
1295,36,,Dieses Material ist nicht geeignet _____ Kinder.,für,,Dieses Material ist nicht geeignet für Kinder.,This material is not suitable for children.,
1296,100,27 - 29,to watch,bei,D,zuschauen,,
1297,100,15 - 17,to listen to,bei,D,zuhören,,
1298,100,15 - 17,to watch,bei,D,zusehen,,
1299,100,5 - 7,to call for,nach,D,rufen,,
1300,100,1 - 3,to say to,zu,D,sagen,,
1301,100,1 - 3,to speak / say about,über,A,sagen,,
1302,100,5 - 7,to apply for,auf,A,bewerben,,
1303,100,100,to violate,gegen,A,verstossen,,
1304,100,100,to hurry with,mit,D,beeilen,,
1305,100,100,to congratulate on,zu,D,beglückwünschen,,
1306,100,100,to dissuade from,von,D,abbringen,,
1307,100,100,to address to,an,A,adressieren,,
1308,100,100,to worry about,um,A,ängstigen,,
1309,100,100,to be afraid of,vor,D,ängstigen,,
1310,100,100,to insist on,auf,D,beharren,,
1311,100,100,to debate about,über,A,debattieren,,
1312,100,100,to debate with,mit,D,debattieren,,
1313,100,100,to be disgusted by,vor,D,ekeln,,
1314,100,100,to appoint to,zu,D,ernennen,,
1315,100,100,to be based on,auf,D,fussen,,
1316,100,100,to divide into,in,A,gliedern,,
1317,100,100,to take revenge for,für,A,rächen,,
1318,100,100,to take revenge on,an,D,rächen,,
1319,100,100,to long for,nach,D,sehnen,,
1320,100,100,to mock about,über,A,spotten,,
1321,100,100,to marvel at,über,A,staunen,,
1322,100,100,to conceal from,vor,D,verheimlichen,,
1323,100,100,to tempt to,zu,D,verleiten,,
1324,100,100,to get along with,mit,D,vertragen,,
1325,101,,Die Bürger demonstrieren _____ die neuen Gesetze.,gegen,,Die Bürger demonstrieren gegen die neuen Gesetze.,The citizens demonstrate against the new laws.,
1326,101,,Viele demonstrierten für mehr Klimaschutz.,gegen,,Viele demonstrierten für mehr Klimaschutz.,Many demonstrated for more climate protection.,
1327,101,,"Ich gehe _____ aus, dass du pünktlich kommst.",von,,"Ich gehe davon aus, dass du pünktlich kommst.",I assume that you will be on time.,ausgehen
1328,101,,"Wir können _____ ausgehen, dass das Projekt ein Erfolg wird.",von,,"Wir können davon ausgehen, dass das Projekt ein Erfolg wird.",We can assume that the project will be a success.,ausgehen
1329,101,,Die Journalistin berichtete ausführlich _____ die aktuellen Ereignisse.,über,,Die Journalistin berichtete ausführlich über die aktuellen Ereignisse.,The journalist reported extensively on the current events.,berichten
1330,101,,Er hat _____ seine Reise nach Südamerika berichtet.,über,,Er hat über seine Reise nach Südamerika berichtet.,He reported on his trip to South America.,berichten
1331,101,,Sie berichtete _____ ihren Erfahrungen als Freiwillige.,von,,Sie berichtete von ihren Erfahrungen als Freiwillige.,She reported on her experiences as a volunteer.,berichten
1332,101,,Der Zeuge berichtete _____ dem Unfall.,von,,Der Zeuge berichtete von dem Unfall.,The witness reported on the accident.,berichten
1333,101,,Ich habe mich _____ die ausgeschriebene Position beworben.,auf,,Ich habe mich auf die ausgeschriebene Position beworben.,I applied for the advertised position.,bewerben
1334,101,,Er bewirbt sich _____ eine freie Stelle in der IT-Abteilung.,auf,,Er bewirbt sich auf eine freie Stelle in der IT-Abteilung.,He is applying for an open position in the IT department.,bewerben
1335,101,,Er hält _____ seinen alten Gewohnheiten fest.,an,,Er hält an seinen alten Gewohnheiten fest.,He sticks to his old habits.,halten
1336,101,,Wir sollten _____ unseren Prinzipien festhalten.,an,,Wir sollten an unseren Prinzipien festhalten.,We should stick to our principles.,halten
1337,101,,Ich halte ihn _____ einen ehrlichen Menschen.,für,,Ich halte ihn für einen ehrlichen Menschen.,I consider him an honest person.,halten
1338,101,,Viele halten dieses Gesetz _____ unnötig.,für,,Viele halten dieses Gesetz für unnötig.,Many consider this law unnecessary.,halten
1339,101,,Was hältst du _____ dieser Idee?,von,,Was hältst du von dieser Idee?,What do you think of this idea?,halten
1340,101,,Er hält nicht viel _____ modernen Kunstwerken.,von,,Er hält nicht viel von modernen Kunstwerken.,He doesn’t think much of modern artworks.,halten
1341,101,,Das Kind ruft _____ seiner Mutter.,nach,,Das Kind ruft nach seiner Mutter.,The child is calling for his mother.,rufen
1342,101,,"Er rief _____ Hilfe, aber niemand hörte ihn.",nach,,"Er rief nach Hilfe, aber niemand hörte ihn.","He called for help, but no one heard him.",rufen
1343,101,,Ich sage etwas _____ dem Thema.,zu,,Ich sage etwas zu dem Thema.,I say something about the topic.,sagen
1344,101,,Er sagt nichts _____ der Frage.,zu,,Er sagt nichts zu der Frage.,He says nothing about the question.,sagen
1345,101,,Sie sagt viel _____ ihren Urlaub.,über,,Sie sagt viel über ihren Urlaub.,She says a lot about her vacation.,sagen
1346,101,,Er sagt etwas _____ seinen Job.,über,,Er sagt etwas über seinen Job.,He says something about his job.,sagen
1347,101,,"Beeil dich _____ dem Essen, wir müssen los!",mit,,"Beeil dich mit dem Essen, wir müssen los!","Hurry up with your food, we have to leave!",beeilen
1348,101,,"Ich muss mich _____ der Arbeit beeilen, sonst verpasse ich meinen Termin.",mit,,"Ich muss mich mit der Arbeit beeilen, sonst verpasse ich meinen Termin.","I have to hurry with my work, otherwise I will miss my appointment.",beeilen
1349,101,,Ich beglückwünsche Sie _____ Ihrer erfolgreichen Präsentation.,zu,,Ich beglückwünsche Sie zu Ihrer erfolgreichen Präsentation.,I congratulate you on your successful presentation.,beglückwünschen
1350,101,,Wir beglückwünschten ihn _____ seinem neuen Job.,zu,,Wir beglückwünschten ihn zu seinem neuen Job.,We congratulated him on his new job.,beglückwünschen
1351,101,,Ich höre ihm _____ Erzählen zu.,beim,,Ich höre ihm beim Erzählen zu.,I listen to him telling stories.,zuhören
1352,101,,Sie hört dem Lehrer _____ der Erklärung zu.,bei,,Sie hört dem Lehrer bei der Erklärung zu.,She listens to the teacher during the explanation.,zuhören
1353,101,,Ich sehe dir _____ Kochen zu.,beim,,Ich sehe dir beim Kochen zu.,I watch you cooking.,zusehen
1354,101,,Er sieht den Kindern _____ Spielen zu.,beim,,Er sieht den Kindern beim Spielen zu.,He watches the children playing.,zusehen
