exercise,question,answer,german,english,french,case_english,case_french,gender_english,gender_french,person
19,_____ Monat hat dreißig Tage.,Ein,Ein Monat hat dreißig Tage.,A month has thirty days.,Un mois a trente jours.,Nominative,Nominatif,Masculine,Masculin,
19,_____ Leben ist kostbar.,Ein,Ein Leben ist kostbar.,A life is precious.,Une vie est précieuse.,Nominative,Nominatif,Neuter,Neutre,
19,_____ Haus steht in der Straße.,Ein,Ein Haus steht in der Straße.,There is a house on the street.,Il y a une maison dans la rue.,Nominative,Nominatif,Neuter,Neutre,
19,_____ Paar tanzt im Park.,Ein,Ein Paar tanzt im Park.,A couple is dancing in the park.,Un couple danse dans le parc.,Nominative,Nominatif,Neuter,Neutre,
19,_____ Unternehmen wächst schnell.,Ein,Ein Unternehmen wächst schnell.,A company is growing fast.,Une entreprise connaît une croissance rapide.,Nominative,Nominatif,Neuter,Neutre,
19,_____ Bild hängt an der Wand.,Ein,Ein Bild hängt an der Wand.,A picture hangs on the wall.,Un tableau est accroché au mur.,Nominative,Nominatif,Neuter,Neutre,
19,Ich brauche _____ Woche Urlaub.,eine,Ich brauche eine Woche Urlaub.,I need a week's vacation.,J'ai besoin d'une semaine de vacances.,Accusative,Accusatif,Feminine,Féminin,
19,Er besucht _____ Schule in Berlin.,eine,Er besucht eine Schule in Berlin.,He attends a school in Berlin.,Il fréquente une école à Berlin.,Accusative,Accusatif,Feminine,Féminin,
19,Wir sehen _____ Mutter im Park.,eine,Wir sehen eine Mutter im Park.,We see a mother in the park.,Nous voyons une mère dans le parc.,Accusative,Accusatif,Feminine,Féminin,
19,Er streichelt _____ Katze.,eine,Er streichelt eine Katze.,He strokes a cat.,Il caresse un chat.,Accusative,Accusatif,Feminine,Féminin,
19,Ich lerne _____ Sprache.,eine,Ich lerne eine Sprache.,I'm learning a language.,J'apprends une langue.,Accusative,Accusatif,Feminine,Féminin,
19,Ich habe _____ Vater.,einen,Ich habe einen Vater.,I have a father.,J'ai un père.,Accusative,Accusatif,Masculine,Masculin,
19,Sie kennt _____ Namen.,einen,Sie kennt einen Namen.,She knows a name.,Elle connaît un nom.,Accusative,Accusatif,Masculine,Masculin,
19,Er reinigt _____ Kopf.,einen,Er reinigt einen Kopf.,He cleans a head.,Il nettoie une tête.,Accusative,Accusatif,Masculine,Masculin,
19,Wir treffen _____ Lehrer.,einen,Wir treffen einen Lehrer.,We meet a teacher.,Nous rencontrons un professeur.,Accusative,Accusatif,Masculine,Masculin,
19,Ich brauche _____ Monat Zeit.,einen,Ich brauche einen Monat Zeit.,I need a month's time.,J'ai besoin d'un mois.,Accusative,Accusatif,Masculine,Masculin,
19,Ich möchte _____ Leben ohne Stress.,ein,Ich möchte ein Leben ohne Stress.,I want a life without stress.,Je veux une vie sans stress.,Accusative,Accusatif,Neuter,Neutre,
19,Wir kaufen _____ Haus.,ein,Wir kaufen ein Haus.,We are buying a house.,Nous achetons une maison.,Accusative,Accusatif,Neuter,Neutre,
19,Sie sieht _____ Paar im Café.,ein,Sie sieht ein Paar im Café.,She sees a couple in a café.,Elle voit un couple dans un café.,Accusative,Accusatif,Neuter,Neutre,
19,Wir gründen _____ Unternehmen.,ein,Wir gründen ein Unternehmen.,We start a business.,Nous démarrons une entreprise.,Accusative,Accusatif,Neuter,Neutre,
19,Ich male _____ Bild.,ein,Ich male ein Bild.,I paint a picture.,Je peins un tableau.,Accusative,Accusatif,Neuter,Neutre,
19,In _____ Woche bin ich mit diesem Projekt fertig.,einer,In einer Woche bin ich mit diesem Projekt fertig.,In one week I'm done with this project.,"Dans une semaine, j'aurai terminé ce projet.",Dative,Datif,Feminine,Féminin,
19,Möchten Sie an _____ Schule oder einer Universität unterrichten?,einer,Möchten Sie an einer Schule oder einer Universität unterrichten?,Do you want to teach in a school or in a university?,Vous souhaitez enseigner dans une école ou dans une université ?,Dative,Datif,Feminine,Féminin,
19,Wir danken _____ Mutter für das Essen.,einer,Wir danken einer Mutter für das Essen.,We thank a mother for the meal.,Nous remercions une mère pour le repas.,Dative,Datif,Feminine,Féminin,
19,Er gibt _____ Katze Futter.,einer,Er gibt einer Katze Futter.,He feeds a cat.,Il nourrit un chat.,Dative,Datif,Feminine,Féminin,
19,Mit _____ Sprache kannst du viel reisen.,einer,Mit einer Sprache kannst du viel reisen.,"With one language, you can travel a lot.","Avec une seule langue, on peut beaucoup voyager.",Dative,Datif,Feminine,Féminin,
19,Ich helfe _____ Vater.,einem,Ich helfe einem Vater.,I help a father.,J'aide un père.,Dative,Datif,Masculine,Masculin,
19,Sie gibt _____ Namen Bedeutung.,einem,Sie gibt einem Namen Bedeutung.,She gives meaning to a name.,Elle donne un sens à un nom.,Dative,Datif,Masculine,Masculin,
19,In _____ Kopf sind viele Ideen.,einem,In einem Kopf sind viele Ideen.,There are many ideas in one head.,Il y a beaucoup d'idées dans une tête.,Dative,Datif,Masculine,Masculin,
19,Wir danken _____ Lehrer.,einem,Wir danken einem Lehrer.,We thank a teacher.,Nous remercions un enseignant.,Dative,Datif,Masculine,Masculin,
19,Nach _____ Monat fühle ich mich besser.,einem,Nach einem Monat fühle ich mich besser.,"After a month, I feel better.","Après un mois, je me sens mieux.",Dative,Datif,Masculine,Masculin,
19,Er hatte drei Karrieren in nur _____ Leben.,einem,Er hatte drei Karrieren in nur einem Leben.,He had three careers in just one life.,Il a eu trois carrières en une seule vie.,Dative,Datif,Neuter,Neutre,
19,Heute leben wir in _____ Haus.,einem,Heute leben wir in einem Haus.,Today we live in a house.,"Aujourd'hui, nous vivons dans une maison.",Dative,Datif,Neuter,Neutre,
19,Er half _____ Paar bei ihrer Hochzeit.,einem,Er half einem Paar bei ihrer Hochzeit.,He helped a couple with their wedding.,Il a aidé un couple à organiser leur mariage.,Dative,Datif,Neuter,Neutre,
19,Wir vertrauen _____ Unternehmen.,einem,Wir vertrauen einem Unternehmen.,We trust a company.,Nous faisons confiance à une entreprise.,Dative,Datif,Neuter,Neutre,
19,"Ich glaube, ich habe Sie auf _____ Bild gesehen.",einem,"Ich glaube, ich habe Sie auf einem Bild gesehen.",I think I saw you in a picture.,Je crois que je t'ai vu sur une photo.,Dative,Datif,Neuter,Neutre,
20,_____ Wohnung in Berlin ist teuer.,Eine,Eine Wohnung in Berlin ist teuer.,An apartment in Berlin is expensive.,Un appartement à Berlin coûte cher.,Nominative,Nominatif,Feminine,Féminin,
20,_____ Person wartet auf den Bus.,Eine,Eine Person wartet auf den Bus.,A person is waiting for the bus.,Une personne attend le bus.,Nominative,Nominatif,Feminine,Féminin,
20,_____ Nacht im Hotel kostet 80 Euro.,Eine,Eine Nacht im Hotel kostet 80 Euro.,A night in a hotel costs 80 euros.,Une nuit d'hôtel coûte 80 euros.,Nominative,Nominatif,Feminine,Féminin,
20,_____ Tochter spielt im Garten.,Eine,Eine Tochter spielt im Garten.,A daughter is playing in the garden.,Une fille joue dans le jardin.,Nominative,Nominatif,Feminine,Féminin,
20,_____ Frage ist schwierig.,Eine,Eine Frage ist schwierig.,A question is difficult.,Une question est difficile.,Nominative,Nominatif,Feminine,Féminin,
20,_____ Morgen beginnt mit Kaffee.,Ein,Ein Morgen beginnt mit Kaffee.,A morning begins with coffee.,Une matinée commence par un café.,Nominative,Nominatif,Masculine,Masculin,
20,_____ Abend ist ruhig.,Ein,Ein Abend ist ruhig.,An evening is quiet.,Une soirée est calme.,Nominative,Nominatif,Masculine,Masculin,
20,_____ Staat hat viele Regeln.,Ein,Ein Staat hat viele Regeln.,A country has many rules.,Un pays a de nombreuses règles.,Nominative,Nominatif,Masculine,Masculin,
20,_____ Schüler schreibt einen Test.,Ein,Ein Schüler schreibt einen Test.,A student is writing a test.,Un étudiant écrit un test.,Nominative,Nominatif,Masculine,Masculin,
20,_____ Sohn hilft seiner Mutter.,Ein,Ein Sohn hilft seiner Mutter.,A son is helping his mother.,Un fils aide sa mère.,Nominative,Nominatif,Masculine,Masculin,
20,_____ Buch liegt auf dem Tisch.,Ein,Ein Buch liegt auf dem Tisch.,A book is on the table.,Un livre est sur la table.,Nominative,Nominatif,Neuter,Neutre,
20,_____ Stück fehlt.,Ein,Ein Stück fehlt.,A piece is missing.,Il manque une pièce.,Nominative,Nominatif,Neuter,Neutre,
20,_____ Auto steht vor dem Haus.,Ein,Ein Auto steht vor dem Haus.,A car is parked in front of the house.,Une voiture est garée devant la maison.,Nominative,Nominatif,Neuter,Neutre,
20,_____ Auge ist rot.,Ein,Ein Auge ist rot.,An eye is red.,Un œil est rouge.,Nominative,Nominatif,Neuter,Neutre,
20,_____ Ziel ist wichtig.,Ein,Ein Ziel ist wichtig.,A goal is important.,Un objectif est important.,Nominative,Nominatif,Neuter,Neutre,
20,Wir suchen _____ Wohnung.,eine,Wir suchen eine Wohnung.,We're looking for an apartment.,Nous recherchons un appartement.,Accusative,Accusatif,Feminine,Féminin,
20,Ich sehe _____ Person.,eine,Ich sehe eine Person.,I see a person.,Je vois une personne.,Accusative,Accusatif,Feminine,Féminin,
20,Ich habe _____ Nacht nicht geschlafen.,eine,Ich habe eine Nacht nicht geschlafen.,I didn't sleep one night.,Je n'ai pas dormi une nuit.,Accusative,Accusatif,Feminine,Féminin,
20,Sie hat _____ Tochter.,eine,Sie hat eine Tochter.,She has a daughter.,Elle a une fille.,Accusative,Accusatif,Feminine,Féminin,
20,Kannst du _____ Frage stellen?,eine,Kannst du eine Frage stellen?,Can you ask a question?,Peux-tu poser une question ?,Accusative,Accusatif,Feminine,Féminin,
20,Ich mag _____ sonnigen Morgen.,einen,Ich mag einen sonnigen Morgen.,I like a sunny morning.,J'aime une matinée ensoleillée.,Accusative,Accusatif,Masculine,Masculin,
20,Wir planen _____ Abend zu Hause.,einen,Wir planen einen Abend zu Hause.,We plan an evening at home.,Nous prévoyons une soirée à la maison.,Accusative,Accusatif,Masculine,Masculin,
20,Sie regieren _____ Staat.,einen,Sie regieren einen Staat.,They govern a country.,Ils gouvernent un pays.,Accusative,Accusatif,Masculine,Masculin,
20,Ich sehe _____ Schüler im Klassenzimmer.,einen,Ich sehe einen Schüler im Klassenzimmer.,I see a student in the classroom.,Je vois un élève dans la classe.,Accusative,Accusatif,Masculine,Masculin,
20,Er hat _____ Sohn.,einen,Er hat einen Sohn.,He has a son.,Il a un fils.,Accusative,Accusatif,Masculine,Masculin,
20,Er liest _____ Buch.,ein,Er liest ein Buch.,He reads a book.,Il lit un livre.,Accusative,Accusatif,Neuter,Neutre,
20,Er betrachtet _____ Möbelstück.,ein,Er betrachtet ein Möbelstück.,He looks at a piece of furniture.,Il regarde un meuble.,Accusative,Accusatif,Neuter,Neutre,
20,Sie kauft _____ Auto.,ein,Sie kauft ein Auto.,She buys a car.,Elle achète une voiture.,Accusative,Accusatif,Neuter,Neutre,
20,Der Arzt untersucht _____ Auge.,ein,Der Arzt untersucht ein Auge.,The doctor examines an eye.,Le médecin examine un œil.,Accusative,Accusatif,Neuter,Neutre,
20,Wir haben _____ Ziel.,ein,Wir haben ein Ziel.,We have a goal.,Nous avons un objectif.,Accusative,Accusatif,Neuter,Neutre,
20,Wir wohnen in _____ Wohnung.,einer,Wir wohnen in einer Wohnung.,We live in an apartment.,Nous vivons dans un appartement.,Dative,Datif,Feminine,Féminin,
20,Ich spreche mit _____ Person.,einer,Ich spreche mit einer Person.,I talk to a person.,Je parle à une personne.,Dative,Datif,Feminine,Féminin,
20,Nach _____ Nacht war alles besser.,einer,Nach einer Nacht war alles besser.,"After one night, everything was better.","Après une nuit, tout allait mieux.",Dative,Datif,Feminine,Féminin,
20,Er schreibt _____ Tochter einen Brief.,einer,Er schreibt einer Tochter einen Brief.,He writes a letter to a daughter.,Il écrit une lettre à sa fille.,Dative,Datif,Feminine,Féminin,
20,Ich kann Ihnen bei _____ weiteren Frage weiterhelfen.,einer,Ich kann Ihnen bei einer weiteren Frage weiterhelfen.,I can help with one more question.,Je peux vous aider avec une autre question.,Dative,Datif,Feminine,Féminin,
20,An _____ Morgen wurden bis zu einhundert Kinder angemeldet.,einem,An einem Morgen wurden bis zu einhundert Kinder angemeldet.,Up to one hundred children were registered in one morning.,Jusqu'à cent enfants ont été enregistrés en une matinée.,Dative,Datif,Masculine,Masculin,
20,An _____ Abend spielten wir Gitarre.,einem,An einem Abend spielten wir Gitarre.,One evening we played guitar.,"Un soir, nous avons joué de la guitare.",Dative,Datif,Masculine,Masculin,
20,Sie vertrauen _____ Staat.,einem,Sie vertrauen einem Staat.,They trust a state.,Ils font confiance à un État.,Dative,Datif,Masculine,Masculin,
20,Ich erkläre es _____ Schüler.,einem,Ich erkläre es einem Schüler.,I explain it to a schoolboy.,Je l'explique à un écolier.,Dative,Datif,Masculine,Masculin,
20,Können Sie eine Familie mit _____ Sohn und einer Tochter zeichnen?,einem,Können Sie eine Familie mit einem Sohn und einer Tochter zeichnen?,Can you draw a family with a son and a daughter.,Peux-tu dessiner une famille avec un fils et une fille.,Dative,Datif,Masculine,Masculin,
20,Er erzählt von _____ Buch.,einem,Er erzählt von einem Buch.,He talks about a book.,Il parle d'un livre.,Dative,Datif,Neuter,Neutre,
20,Können Sie mir Gemüse mit _____ Stück Fleisch besorgen?,einem,Können Sie mir Gemüse mit einem Stück Fleisch besorgen?,Can you get me vegetables with a piece of meat?,Peux-tu m'apporter des légumes avec un morceau de viande ?,Dative,Datif,Neuter,Neutre,
20,Ich fahre mit _____ Auto.,einem,Ich fahre mit einem Auto.,I'm driving a car.,Je conduis une voiture.,Dative,Datif,Neuter,Neutre,
20,Er ist auf _____ Auge blind.,einem,Er ist auf einem Auge blind.,He is blind in one eye.,Il est aveugle d'un œil.,Dative,Datif,Neuter,Neutre,
20,Wir nähern uns _____ Ziel.,einem,Wir nähern uns einem Ziel.,We're approaching a destination.,Nous approchons d'une destination.,Dative,Datif,Neuter,Neutre,
21,,kein,kein,,,Nominative,Nominatif,Masculine,Masculin,
21,,keine,kein,,,Nominative,Nominatif,Feminine,Féminin,
21,,kein,kein,,,Nominative,Nominatif,Neuter,Neutre,
21,,keine,kein,,,Nominative,Nominatif,Plural,Pluriel,
21,,keinen,kein,,,Accusative,Accusatif,Masculine,Masculin,
21,,keine,kein,,,Accusative,Accusatif,Feminine,Féminin,
21,,kein,kein,,,Accusative,Accusatif,Neuter,Neutre,
21,,keine,kein,,,Accusative,Accusatif,Plural,Pluriel,
21,,keinem,kein,,,Dative,Datif,Masculine,Masculin,
21,,keiner,kein,,,Dative,Datif,Feminine,Féminin,
21,,keinem,kein,,,Dative,Datif,Neuter,Neutre,
21,,keinen,kein,,,Dative,Datif,Plural,Pluriel,
22,_____ Hund ist im Garten.,Kein,Kein Hund ist im Garten.,There is no dog in the garden.,Il n'y a pas de chien dans le jardin.,Nominative,Nominatif,Masculine,Masculin,
22,Er ist _____ Bettler.,kein,Er ist kein Bettler.,He is not a beggar.,Ce n'est pas un mendiant.,Nominative,Nominatif,Masculine,Masculin,
22,_____ Mann ist zu Hause.,Kein,Kein Mann ist zu Hause.,No man is at home.,Il n'y a pas d'homme à la maison.,Nominative,Nominatif,Masculine,Masculin,
22,Das ist _____ Lehrer.,kein,Das ist kein Lehrer.,That is no teacher.,Ce n’est pas un professeur.,Nominative,Nominatif,Masculine,Masculin,
22,_____ Schüler fehlt heute.,Kein,Kein Schüler fehlt heute.,No student is absent today.,Aucun étudiant n'est absent aujourd'hui.,Nominative,Nominatif,Masculine,Masculin,
22,_____ Katze ist auf dem Sofa.,Keine,Keine Katze ist auf dem Sofa.,No cat is on the sofa.,Il n'y a pas de chat sur le canapé.,Nominative,Nominatif,Feminine,Féminin,
22,Sie hat _____ Schwester.,keine,Sie hat keine Schwester.,She has no sister.,Elle n'a pas de sœur.,Nominative,Nominatif,Feminine,Féminin,
22,_____ Frau arbeitet heute.,Keine,Keine Frau arbeitet heute.,No woman is working today.,Aucune femme ne travaille aujourd’hui.,Nominative,Nominatif,Feminine,Féminin,
22,Das ist _____ Schule.,keine,Das ist keine Schule.,That is no school.,Ce n'est pas une école.,Nominative,Nominatif,Feminine,Féminin,
22,_____ Mutter ist da.,Keine,Keine Mutter ist da.,No mother is here.,Il n'y a pas de mère ici.,Nominative,Nominatif,Feminine,Féminin,
22,_____ Kind spielt draußen.,Kein,Kein Kind spielt draußen.,No child is playing outside.,Aucun enfant ne joue dehors.,Nominative,Nominatif,Neuter,Neutre,
22,Das ist _____ Auto.,kein,Das ist kein Auto.,That is no car.,Ce n'est pas une voiture.,Nominative,Nominatif,Neuter,Neutre,
22,_____ Buch liegt auf dem Tisch.,Kein,Kein Buch liegt auf dem Tisch.,No book is on the table.,Il n’y a pas de livre sur la table.,Nominative,Nominatif,Neuter,Neutre,
22,Ich sehe _____ Tier.,kein,Ich sehe kein Tier.,I see no animal.,Je ne vois aucun animal.,Nominative,Nominatif,Neuter,Neutre,
22,_____ Auge bleibt trocken.,Kein,Kein Auge bleibt trocken.,Not a single eye remains dry.,Pas un seul œil ne reste sec.,Nominative,Nominatif,Neuter,Neutre,
22,_____ Kinder sind im Park.,Keine,Keine Kinder sind im Park.,No children are in the park.,Il n'y a pas d'enfants dans le parc.,Nominative,Nominatif,Plural,Pluriel,
22,Das sind _____ Bücher.,keine,Das sind keine Bücher.,Those are no books.,Ce ne sont pas des livres.,Nominative,Nominatif,Plural,Pluriel,
22,_____ Autos fahren heute.,Keine,Keine Autos fahren heute.,No cars are driving today.,Aucune voiture ne circule aujourd'hui.,Nominative,Nominatif,Plural,Pluriel,
22,Wir werden _____ Freunde.,keine,Wir werden keine Freunde.,We don't become friends.,Nous ne devenons pas amis.,Nominative,Nominatif,Plural,Pluriel,
22,_____ Fragen bleiben offen.,Keine,Keine Fragen bleiben offen.,No questions remain unanswered.,Aucune question ne reste sans réponse.,Nominative,Nominatif,Plural,Pluriel,
22,Ich sehe _____ Hund.,keinen,Ich sehe keinen Hund.,I see no dog.,Je ne vois pas de chien.,Accusative,Accusatif,Masculine,Masculin,
22,Er hat _____ Bruder.,keinen,Er hat keinen Bruder.,He has no brother.,Il n'a pas de frère.,Accusative,Accusatif,Masculine,Masculin,
