Nr,exercise,original_exercise,question,answer,german,english,french,person,preposition,article,combination,case_english_,case_french_,gender_english,gender_french,explanation_english,explanation_french,case_english,case_french
290,9,6,Ich habe mich _____ teurere Handy entschieden.,für das,Ich habe mich für das teurere Handy entschieden.,I decided on the more expensive phone.,J'ai opté pour le téléphone le plus cher.,der/die/das,für,das,sich entscheiden für,Accusative,Accusatif,Neuter,Neutre,"to decide on = sich entscheiden für + Accusative<br>to introduce an endorsement, an approval or an advocacy → für + Acc.","décider de = sich entscheiden für + Accusatif<br>pour introduire une approbation, un accord ou un plaidoyer → für + Acc.",", Accusative",", Accusatif"
291,9,6,Er hat sich _____ Studium in Berlin entschieden.,für ein,Er hat sich für ein Studium in Berlin entschieden.,He decided to study in Berlin.,Il a décidé d'étudier à Berlin.,ein,für,ein,sich entscheiden für,Accusative,Accusatif,Neuter,Neutre,"to decide on = sich entscheiden für + Accusative<br>to introduce an endorsement, an approval or an advocacy → für + Acc.","décider de = sich entscheiden für + Accusatif<br>pour introduire une approbation, un accord ou un plaidoyer → für + Acc.",", Accusative",", Accusatif"
292,9,6,Wir haben uns _____ kleinere Auto entschieden.,für das,Wir haben uns für das kleinere Auto entschieden.,We opted for the smaller car.,Nous avons opté pour la voiture plus petite.,der/die/das,für,das,sich entscheiden für,Accusative,Accusatif,Neuter,Neutre,"to decide on = sich entscheiden für + Accusative<br>to introduce an endorsement, an approval or an advocacy → für + Acc.","décider de = sich entscheiden für + Accusatif<br>pour introduire une approbation, un accord ou un plaidoyer → für + Acc.",", Accusative",", Accusatif"
293,9,6,Wir haben uns _____ Kauf des Hauses entschieden.,gegen den,Wir haben uns gegen den Kauf des Hauses entschieden.,We decided against buying the house.,Nous avons renoncé à acheter la maison.,der/die/das,gegen,den,sich entscheiden gegen,Accusative,Accusatif,Masculine,Masculin,to decide against = sich entscheiden gegen + Accusative<br>to introduce a rejection or an opposition → gegen + Acc.,"renoncer à, refuser de = sich entscheiden gegen + Accusatif<br>pour introduire un rejet ou une opposition → gegen + Acc.",", Accusative",", Accusatif"
294,9,6,Er entschied sich _____ Jobangebot.,gegen das,Er entschied sich gegen das Jobangebot.,He decided against the job offer.,Il a refusé l'offre d'emploi.,der/die/das,gegen,das,sich entscheiden gegen,Accusative,Accusatif,Neuter,Neutre,to decide against = sich entscheiden gegen + Accusative<br>to introduce a rejection or an opposition → gegen + Acc.,"renoncer à, refuser de = sich entscheiden gegen + Accusatif<br>pour introduire un rejet ou une opposition → gegen + Acc.",", Accusative",", Accusatif"
295,9,6,Ich habe mich _____ Reise im Winter entschieden.,gegen eine,Ich habe mich gegen eine Reise im Winter entschieden.,I decided against traveling in winter.,J'ai renoncé à voyager en hiver.,ein,gegen,eine,sich entscheiden gegen,Accusative,Accusatif,Feminine,Féminin,to decide against = sich entscheiden gegen + Accusative<br>to introduce a rejection or an opposition → gegen + Acc.,"renoncer à, refuser de = sich entscheiden gegen + Accusatif<br>pour introduire un rejet ou une opposition → gegen + Acc.",", Accusative",", Accusatif"
296,9,6,"Ich erwarte _____, dass du pünktlich bist.",von dir,"Ich erwarte von dir, dass du pünktlich bist.",I expect you to be on time.,Je m'attends à ce que vous soyez à l'heure.,du,von,dir,erwarten von,Dative,Datif,,,to expect from = erwarten von + Dative<br>to introduce an expectation or a demand → von + Dat.,attendre de = erwarten von + Datif<br>pour introduire une attente ou une demande → von + Dat.,Dative,Datif
297,9,6,"Mein Chef erwartet _____, dass ich flexibel arbeite.",von mir,"Mein Chef erwartet von mir, dass ich flexibel arbeite.",My boss expects me to work flexibly.,Mon patron attend de moi une certaine flexibilité dans mes horaires de travail.,ich,von,mir,erwarten von,Dative,Datif,,,to expect from = erwarten von + Dative<br>to introduce an expectation or a demand → von + Dat.,attendre de = erwarten von + Datif<br>pour introduire une attente ou une demande → von + Dat.,Dative,Datif
298,9,6,Sie erwartet _____ Kindern mehr Verantwortung.,von ihren,Sie erwartet von ihren Kindern mehr Verantwortung.,She expects more responsibility from her children.,Elle attend plus de responsabilités de la part de ses enfants.,ihr,von,ihren,erwarten von,Dative,Datif,Plural,Pluriel,to expect from = erwarten von + Dative<br>to introduce an expectation or a demand → von + Dat.,attendre de = erwarten von + Datif<br>pour introduire une attente ou une demande → von + Dat.,", Dative",", Datif"
299,9,6,Ich träume _____ schönen Urlaub.,von einem,Ich träume von einem schönen Urlaub.,I dream of a nice vacation.,Je rêve de belles vacances.,ein,von,einem,träumen von,Dative,Datif,Masculine,Masculin,to dream of = träumen von + Dative<br>to introduce an expectation or a demand → von + Dat.,rêver de = träumen von + Datif<br>pour introduire une attente ou une demande → von + Dat.,", Dative",", Datif"
300,9,6,Er träumt _____ besseren Leben.,von einem,Er träumt von einem besseren Leben.,He dreams of a better life.,Il rêve d'une vie meilleure.,ein,von,einem,träumen von,Dative,Datif,Neuter,Neutre,to dream of = träumen von + Dative<br>to introduce an expectation or a demand → von + Dat.,rêver de = träumen von + Datif<br>pour introduire une attente ou une demande → von + Dat.,", Dative",", Datif"
301,9,6,Sie träumt _____ Karriere als Schauspielerin.,von einer,Sie träumt von einer Karriere als Schauspielerin.,She dreams of a career as an actress.,Elle rêve d'une carrière d'actrice.,ein,von,einer,träumen von,Dative,Datif,Feminine,Féminin,to dream of = träumen von + Dative<br>to introduce an expectation or a demand → von + Dat.,rêver de = träumen von + Datif<br>pour introduire une attente ou une demande → von + Dat.,", Dative",", Datif"
302,10,8,Die Raupe wird _____ Schmetterling.,zu einem,Die Raupe wird zu einem Schmetterling.,The caterpillar turns into a butterfly.,La chenille se transforme en papillon.,ein,zu,einem,werden zu,Dative,Datif,Masculine,Masculin,"to change into, turn into = werden zu + Dative<br>to introduce an outcome or direction → zu + Dat.","se transformer en, devenir = werden zu + Datif<br>pour introduire un résultat ou une direction → zu + Dat.",", Dative",", Datif"
303,10,8,Dieses Kleid passt _____ Schuhen.,zu deinen,Dieses Kleid passt zu deinen Schuhen.,This dress matches your shoes.,Cette robe est assortie à vos chaussures.,dein,zu,deinen,passen zu,Dative,Datif,Plural,Pluriel,"to match with, to pair with = passen zu + Dative<br>to introduce a combination → zu + Dat.","être assorti à, correspondre à = passen zu + Datif<br>pour introduire une association → zu + Dat.",", Dative",", Datif"
304,10,8,Sein Verhalten passt nicht _____ Alter.,zu seinem,Sein Verhalten passt nicht zu seinem Alter.,His behavior doesn’t match his age.,Son comportement ne correspond pas à son âge.,sein,zu,seinem,passen zu,Dative,Datif,Neuter,Neutre,"to match with, to pair with = passen zu + Dative<br>to introduce a combination → zu + Dat.","être assorti à, correspondre à = passen zu + Datif<br>pour introduire une association → zu + Dat.",", Dative",", Datif"
305,10,8,Die Farbe passt gut _____ Vorhängen.,zu den,Die Farbe passt gut zu den Vorhängen.,The color goes well with the curtains.,La couleur s'harmonise bien avec les rideaux.,der/die/das,zu,den,passen zu,Dative,Datif,Plural,Pluriel,"to match with, to pair with = passen zu + Dative<br>to introduce a combination → zu + Dat.","être assorti à, correspondre à = passen zu + Datif<br>pour introduire une association → zu + Dat.",", Dative",", Datif"
306,10,8,Er kämpft _____ Angst vor dem Fliegen.,gegen seine,Er kämpft gegen seine Angst vor dem Fliegen.,He fights his fear of flying.,Il lutte contre sa peur de l'avion.,sein,gegen,seine,kämpfen gegen,Accusative,Accusatif,Feminine,Féminin,to fight against = kämpfen gegen + Accusative<br>to introduce a rejection or an opposition → gegen + Acc.,lutter contre = kämpfen gegen + Accusatif<br>pour introduire un rejet ou une opposition → gegen + Acc.,", Accusative",", Accusatif"
307,10,8,Ich kämpfe _____ neuen Software.,mit der,Ich kämpfe mit der neuen Software.,I struggle with the new software.,J'ai du mal avec le nouveau logiciel.,der/die/das,mit,der,kämpfen mit,Dative,Datif,Feminine,Féminin,to struggle with = kämpfen mit + Dative<br>to introduce a subject to handle → mit + Dat.,lutter contre. avoir du mal avec = kämpfen mit + Datif<br>pour introduire un sujet à gérer → mit + Dat.,", Dative",", Datif"
308,10,8,"Sie kämpft _____ Entscheidung, ob sie bleiben oder gehen soll.",mit der,"Sie kämpft mit der Entscheidung, ob sie bleiben oder gehen soll.",She struggles with the decision of whether to stay or go.,Elle hésite à prendre la décision de rester ou de partir.,der/die/das,mit,der,kämpfen mit,Dative,Datif,Feminine,Féminin,to struggle with = kämpfen mit + Dative<br>to introduce a subject to handle → mit + Dat.,lutter contre. avoir du mal avec = kämpfen mit + Datif<br>pour introduire un sujet à gérer → mit + Dat.,", Dative",", Datif"
309,10,8,Er sorgt _____ Familie.,für seine,Er sorgt für seine Familie.,He takes care of his family.,Il prend soin de sa famille.,sein,für,seine,sorgen für,Accusative,Accusatif,Feminine,Féminin,"to care for = sorgen für + Accusative<br>to introduce a purpose, a goal or a beneficiary → für + Acc.","prendre soin de = sorgen für + Accusatif<br>pour introduire un objectif, un but ou un bénéficiaire → für + Acc.",", Accusative",", Accusatif"
310,10,8,Sie sorgt jeden Tag _____ kranke Großmutter.,für ihre,Sie sorgt jeden Tag für ihre kranke Großmutter.,She takes care of her sick grandmother every day.,Elle s'occupe tous les jours de sa grand-mère malade.,ihr,für,ihre,sorgen für,Accusative,Accusatif,Feminine,Féminin,"to care for = sorgen für + Accusative<br>to introduce a purpose, a goal or a beneficiary → für + Acc.","prendre soin de = sorgen für + Accusatif<br>pour introduire un objectif, un but ou un bénéficiaire → für + Acc.",", Accusative",", Accusatif"
311,10,8,Sie sorgt sich _____ Zukunft ihrer Kinder.,um die,Sie sorgt sich um die Zukunft ihrer Kinder.,She worries about the future of her children.,Elle s'inquiète pour l'avenir de ses enfants.,der/die/das,um,die,sich sorgen um,Accusative,Accusatif,Feminine,Féminin,to worry about = sich sorgen um + Accusative<br>to introduce a central object of concern or covetousness → um + Acc.,s'inquiéter de = sich sorgen um + Accusatif<br>pour introduire un objet central d'intérêt ou de convoitise → um + Acc.,", Accusative",", Accusatif"
312,10,8,Ich sorge mich _____ Prüfungen.,um meine,Ich sorge mich um meine Prüfungen.,I worry about my exams.,Je m'inquiète pour mes examens.,mein,um,meine,sich sorgen um,Accusative,Accusatif,Plural,Pluriel,to worry about = sich sorgen um + Accusative<br>to introduce a central object of concern or covetousness → um + Acc.,s'inquiéter de = sich sorgen um + Accusatif<br>pour introduire un objet central d'intérêt ou de convoitise → um + Acc.,", Accusative",", Accusatif"
313,10,8,Er sorgt sich sehr _____ kranke Katze.,um seine,Er sorgt sich sehr um seine kranke Katze.,He is very worried about his sick cat.,Il est très inquiet pour son chat malade.,sein,um,seine,sich sorgen um,Accusative,Accusatif,Feminine,Féminin,to worry about = sich sorgen um + Accusative<br>to introduce a central object of concern or covetousness → um + Acc.,s'inquiéter de = sich sorgen um + Accusatif<br>pour introduire un objet central d'intérêt ou de convoitise → um + Acc.,", Accusative",", Accusatif"
314,10,8,Ich stimme _____ neuen Plan.,für den,Ich stimme für den neuen Plan.,I vote for the new plan.,Je vote pour le nouveau plan.,der/die/das,für,den,stimmen für,Accusative,Accusatif,Masculine,Masculin,"to vote for = stimmen für + Accusative<br>to introduce an endorsement, an approval or an advocacy → für + Acc.","voter pour = stimmen für + Accusatif<br>pour introduire une approbation, un accord ou un plaidoyer → für + Acc.",", Accusative",", Accusatif"
315,10,8,Sie stimmen _____ besten Kandidaten.,für den,Sie stimmen für den besten Kandidaten.,They vote for the best candidate.,Ils votent pour le meilleur candidat.,der/die/das,für,den,stimmen für,Accusative,Accusatif,Masculine,Masculin,"to vote for = stimmen für + Accusative<br>to introduce an endorsement, an approval or an advocacy → für + Acc.","voter pour = stimmen für + Accusatif<br>pour introduire une approbation, un accord ou un plaidoyer → für + Acc.",", Accusative",", Accusatif"
316,10,8,Wir haben alle _____ gemeinsame Projekt gestimmt.,für das,Wir haben alle für das gemeinsame Projekt gestimmt.,We all voted in favor of the joint project.,Nous avons tous voté en faveur du projet commun.,der/die/das,für,das,stimmen für,Accusative,Accusatif,Neuter,Neutre,"to vote for = stimmen für + Accusative<br>to introduce an endorsement, an approval or an advocacy → für + Acc.","voter pour = stimmen für + Accusatif<br>pour introduire une approbation, un accord ou un plaidoyer → für + Acc.",", Accusative",", Accusatif"
317,10,8,Er stimmt _____ Gesetz.,gegen das,Er stimmt gegen das Gesetz.,He votes against the law.,Il vote contre la loi.,der/die/das,gegen,das,stimmen gegen,Accusative,Accusatif,Neuter,Neutre,to vote against = stimmen gegen + Accusative<br>to introduce a rejection or an opposition → gegen + Acc.,voter contre = stimmen gegen + Accusatif<br>pour introduire un rejet ou une opposition → gegen + Acc.,", Accusative",", Accusatif"
318,10,8,Ich stimme _____ Idee.,gegen die,Ich stimme gegen die Idee.,I vote against the idea.,Je vote contre cette idée.,der/die/das,gegen,die,stimmen gegen,Accusative,Accusatif,Feminine,Féminin,to vote against = stimmen gegen + Accusative<br>to introduce a rejection or an opposition → gegen + Acc.,voter contre = stimmen gegen + Accusatif<br>pour introduire un rejet ou une opposition → gegen + Acc.,", Accusative",", Accusatif"
