Nr,exercise,question,answer,german,english,french,explanation_english,explanation_french,level,type
498,26,,umgangen/umgegangen,umgehen,"to handle, to deal with, to avoid","gérer, faire face à, éviter","umgehen, ging um, umgangen","umgehen, ging um, umgangen",B2,irregular
499,26,,angegeben,angeben,"to state, to declare, to show off","déclarer, affirmer, se vanter","angeben, gab an, angegeben","angeben, gab an, angegeben",B2,irregular
500,26,,verliehen,verleihen,"to award, to grant, to lend","attribuer, accorder, prêter","verleihen, verlieh, verliehen","verleihen, verlieh, verliehen",B2,irregular
501,26,,geflossen,fließen,"to flow, to run","couler, courir","fließen, floss, geflossen","fließen, floss, geflossen",B2,irregular
502,26,,unterschieden/sich unterschieden,unterscheiden,"to distinguish, to differentiate","distinguer, différencier","unterscheiden, unterschied, unterschieden","unterscheiden, unterschied, unterschieden",B2,irregular
503,26,,gewiesen,weisen,"to point, to direct, to indicate","pointer, diriger, indiquer","weisen, wies, gewiesen","weisen, wies, gewiesen",B2,irregular
504,26,,betrieben,betreiben,"to operate, to run, to conduct","opérer, diriger, conduire","betreiben, betrieb, betrieben","betreiben, betrieb, betrieben",B2,irregular
505,26,,unterhalten,unterhalten,"to entertain, to maintain, to support, to convert","divertir, entretenir, soutenir, convertir","unterhalten, unterhielt, unterhalten","unterhalten, unterhielt, unterhalten",B2,irregular
506,26,,geritten,reiten,to ride (a horse),monter à cheval,"reiten, ritt, geritten","reiten, ritt, geritten",B2,irregular
507,26,,geschwiegen,schweigen,"to be silent, to say nothing","se taire, ne rien dire","schweigen, schwieg, geschwiegen","schweigen, schwieg, geschwiegen",B2,irregular
508,26,,angeschlossen,anschließen,"to join, to attach, to affiliate, to connect","rejoindre, attacher, s'affilier, se connecter","anschließen, schloss an, angeschlossen","anschließen, schloss an, angeschlossen",B2,irregular
509,26,,ausgegeben,ausgeben,"to spend, to expend, to issue","dépenser, émettre","ausgeben, gab aus, ausgegeben","ausgeben, gab aus, ausgegeben",B2,irregular
510,26,,gewogen,wiegen,"to weight, to balance",peser,"wiegen, wog, gewogen","wiegen, wog, gewogen",B2,irregular
511,26,,eingezogen,einziehen,"to move in, to penetrate, to infiltrate","s'introduire, pénétrer, s'infiltrer","einziehen, zog ein, eingezogen","einziehen, zog ein, eingezogen",B2,irregular
512,26,,erschrocken/erschreckt,erschrecken,"to be frightened, to frighten","avoir peur, effrayer","erschrecken, erschrak, erschrocken","erschrecken, erschrak, erschrocken",B2,irregular
513,26,,sich verhalten,sich verhalten,"to behave (refl.), to act (refl.), to press (coll.)","se comporter (réfl.), agir (réfl.), faire pression (familier)","sich verhalten, verhielt sich, sich verhalten","sich verhalten, verhielt sich, sich verhalten",B2,irregular
514,27,,geglichen,gleichen,"to equal, to match, to resemble","égaler, ressembler","gleichen, glich, geglichen","gleichen, glich, geglichen",B2,irregular
515,27,,eingegangen,eingehen,"to shrink (textile), to wither, to die (plants, animals), to assume something","rétrécir (textile), se faner, mourir (plantes, animaux), prendre quelque chose","eingehen, ging ein, eingegangen","eingehen, ging ein, eingegangen",B2,irregular
516,27,,betroffen,betreffen,"to concern, to affect","concerner, affecter","betreffen, betraf, betroffen","betreffen, betraf, betroffen",B2,irregular
517,27,,gebogen,biegen,"to turn, to bend","tourner, se pencher","biegen, bog, gebogen","biegen, bog, gebogen",B2,irregular
518,27,,vorgekommen,vorkommen,"to occur, to happen, to advance","se produire, arriver, progresser","vorkommen, kam vor, vorgekommen","vorkommen, kam vor, vorgekommen",B2,irregular
519,27,,gepriesen,preisen,"to praise, to commend","louer, féliciter","preisen, pries, gepriesen","preisen, pries, gepriesen",B2,irregular
520,27,,ergriffen,ergreifen,"to seize, to grasp, to take hold of","saisir, s'emparer de","ergreifen, ergriff, ergriffen","ergreifen, ergriff, ergriffen",B2,irregular
521,27,,versehen,versehen,"to provide, to equip, to supply","fournir, équiper, approvisionner","versehen, versah, versehen","versehen, versah, versehen",B2,irregular
522,27,,vorgenommen,vornehmen,"to undertake, to carry out","entreprendre, réaliser","vornehmen, nahm vor, vorgenommen","vornehmen, nahm vor, vorgenommen",B2,irregular
523,27,,verziehen,verzeihen,"to forgive, to pardon, to excuse","pardonner, excuser","verzeihen, verzieh, verziehen","verzeihen, verzieh, verziehen",B2,irregular
524,27,,gestrichen,streichen,"to stroke, to cancel, to spread, to rub, to paint","caresser, annuler, étaler, frotter, peindre","streichen, strich, gestrichen","streichen, strich, gestrichen",B2,irregular
525,27,,geschmolzen/geschmelzt,schmelzen,to melt,faire fondre,"schmelzen, schmolz, geschmolzen","schmelzen, schmolz, geschmolzen",B2,irregular
526,27,,vorgegangen,vorgehen,"to proceed, to advance, to go ahead","procéder, avancer, aller de l'avant","vorgehen, ging vor, vorgegangen","vorgehen, ging vor, vorgegangen",B2,irregular
527,27,,gemieden,meiden,"to avoid, to shun","éviter, fuir","meiden, mied, gemieden","meiden, mied, gemieden",B2,irregular
528,27,,abgefahren,abfahren,"to depart, to leave","partir, quitter","abfahren, fuhr ab, abgefahren","abfahren, fuhr ab, abgefahren",B2,irregular
529,27,,erhoben,erheben,"to raise, to collect, to levy","lever, collecter, prélever","erheben, erhob, erhoben","erheben, erhob, erhoben",B2,irregular
530,27,,betragen,betragen,"to amount to, to come to","s'élever à, arriver à","betragen, betrug, betragen","betragen, betrug, betragen",B2,irregular
531,27,,eingenommen,einnehmen,"to capture, to earn, to ingest","capturer, gagner, ingérer","einnehmen, nahm ein, eingenommen","einnehmen, nahm ein, eingenommen",B2,irregular
532,27,,bezogen,beziehen,"to refer, to relate, to obtain, to cover, to move into","se référer, obtenir","beziehen, bezog, bezogen","beziehen, bezog, bezogen",B2,irregular
533,27,,gestochen,stechen,"to sting, to prick, to puncture, to pierce","piquer, percer","stechen, stach, gestochen","stechen, stach, gestochen",B2,irregular
534,28,,widersprochen,widersprechen,"to contradict, to disagree","contredire, être en désaccord","widersprechen, widersprach, widersprochen","widersprechen, widersprach, widersprochen",B2,irregular
535,28,,gefroren,frieren,"to freeze, to feel cold","geler, avoir froid","frieren, fror, gefroren","frieren, fror, gefroren",B2,irregular
536,28,,verlaufen,verlaufen,"to proceed, to pass, to go (in a certain way)","procéder, passer, aller (d'une certaine manière)","verlaufen, verlief, verlaufen","verlaufen, verlief, verlaufen",B2,irregular
537,28,,ausgefallen,ausfallen,"to fail, to be canceled, to malfunction","échouer, être annulé, dysfonctionner","ausfallen, fiel aus, ausgefallen","ausfallen, fiel aus, ausgefallen",B2,irregular
538,28,,angesprochen,ansprechen,"to address, to speak to, to appeal to","s'adresser à, parler à, faire appel à","ansprechen, sprach an, angesprochen","ansprechen, sprach an, angesprochen",B2,irregular
539,28,,aufgefallen,auffallen,"to stand out, to catch someone's eye (with dative)","se démarquer, attirer l'attention (avec le datif)","auffallen, fiel auf, aufgefallen","auffallen, fiel auf, aufgefallen",B2,irregular
540,28,,aufgegeben,aufgeben,"to give up on, to give up (refl.), to abandon","renoncer à, abandonner (réfl.),","aufgeben, gab auf, aufgegeben","aufgeben, gab auf, aufgegeben",B2,irregular
541,28,,vorgelesen,vorlesen,"to read aloud, to read out",lire à haute voix,"vorlesen, las vor, vorgelesen","vorlesen, las vor, vorgelesen",B2,irregular
542,28,,verschrieben,verschreiben,"to prescribe, to commit oneself to, to misspell by accident","prescrire, s'engager à, faire une faute d'orthographe par accident","verschreiben, verschrieb, verschrieben","verschreiben, verschrieb, verschrieben",B2,irregular
543,28,,zugegeben,zugeben,"to admit, to confess, to add","admettre, confesser, ajouter","zugeben, gab zu, zugegeben","zugeben, gab zu, zugegeben",B2,irregular
544,28,,gestunken,stinken,to stink,puer,"stinken, stank, gestunken","stinken, stank, gestunken",B2,irregular
545,28,,eingegeben,eingeben,"to enter, to input, to give, to supply","entrer, saisir, donner, fournir","eingeben, gab ein, eingegeben","eingeben, gab ein, eingegeben",B2,irregular
546,28,,hingegangen,hingehen,"to go (there), (of time) to pass","aller (là-bas), passer (le temps)","hingehen, ging hin, hingegangen","hingehen, ging hin, hingegangen",B2,irregular
547,28,,überwiesen,überweisen,"to transfer (money), to refer (a patient)","transférer (de l'argent), référer (un patient)","überweisen, überwies, überwiesen","überweisen, überwies, überwiesen",B2,irregular
548,28,,weggegangen,weggehen,"to go away, to leave","s'en aller, quitter","weggehen, ging weg, weggegangen","weggehen, ging weg, weggegangen",B2,irregular
549,28,,gefressen,fressen,"to devour, to eat (animals), to gobble","dévorer, manger (des animaux), engloutir","fressen, fraß, gefressen","fressen, fraß, gefressen",B2,irregular
550,28,,unterstrichen,unterstreichen,"to underline, to emphasize, to highlight","souligner, mettre en valeur, mettre en valeur","unterstreichen, unterstrich, unterstrichen","unterstreichen, unterstrich, unterstrichen",B2,irregular
551,28,,abgehoben,abheben,"to withdraw (money), to take off (aircraft)","retirer (de l'argent), décoller (un avion)","abheben, hob ab, abgehoben","abheben, hob ab, abgehoben",B2,irregular
552,29,,begründet,begründen,"to justify, to explain, to establish","justifier, expliquer, établir","begründen, begründete, begründet","begründen, begründete, begründet",B2,all
553,29,,veröffentlicht,veröffentlichen,"to publish, to release","publier, diffuser","veröffentlichen, veröffentlichte, veröffentlicht","veröffentlichen, veröffentlichte, veröffentlicht",B2,all
554,29,,dargestellt,darstellen,"to depict, to portray, to represent, to illustrate","dépeindre, représenter, illustrer","darstellen, stellte dar, dargestellt","darstellen, stellte dar, dargestellt",B2,all
555,29,,eingesetzt,einsetzen,"to use, to apply, to deploy, to insert","utiliser, appliquer, déployer, insérer","einsetzen, setzte ein, eingesetzt","einsetzen, setzte ein, eingesetzt",B2,all
556,29,,bewiesen,beweisen,"to prove, to demonstrate","prouver, démontrer","beweisen, bewies, bewiesen","beweisen, bewies, bewiesen",B2,all
557,29,,gefangen,fangen,to catch,attraper,"fangen, fing, gefangen","fangen, fing, gefangen",B2,all
558,29,,gedreht,drehen,"to turn, to veer","tourner, dévier","drehen, drehte, gedreht","drehen, drehte, gedreht",B2,all
559,29,,angesehen,ansehen,"to look at something, to watch something","regarder quelque chose, observer quelque chose","ansehen, sah an, angesehen","ansehen, sah an, angesehen",B2,all
560,29,,erreicht,erreichen,"to reach, to achieve, to attain","atteindre, réaliser, parvenir","erreichen, erreichte, erreicht","erreichen, erreichte, erreicht",B2,all
561,29,,gesteckt,stecken,"to stick, to pin","coller, épingler","stecken, steckte, gesteckt","stecken, steckte, gesteckt",B2,all
562,29,,verhindert,verhindern,"to prevent, to hinder, to stop","empêcher, entraver, arrêter","verhindern, verhinderte, verhindert","verhindern, verhinderte, verhindert",B2,all
563,29,,berücksichtigt,berücksichtigen,"to consider, to take into account","considérer, prendre en compte","berücksichtigen, berücksichtigte, berücksichtigt","berücksichtigen, berücksichtigte, berücksichtigt",B2,all
564,29,,mitgeteilt,mitteilen,"to inform, to notify, to communicate","informer, notifier, communiquer","mitteilen, teilte mit, mitgeteilt","mitteilen, teilte mit, mitgeteilt",B2,all
565,29,,gesunken,sinken,"to sink, to decrease, to drop","couler, diminuer, laisser tomber","sinken, sank, gesunken","sinken, sank, gesunken",B2,all
566,29,,geklungen,klingen,"to sound, to ring, to seem","sonner, sonner, sembler","klingen, klang, geklungen","klingen, klang, geklungen",B2,all
567,29,,gegründet,gründen,"to found, to establish, to start","fonder, établir, démarrer","gründen, gründete, gegründet","gründen, gründete, gegründet",B2,all
568,29,,erstellt,erstellen,"to create, to prepare, to compile","créer, préparer, compiler","erstellen, erstellte, erstellt","erstellen, erstellte, erstellt",B2,all
569,29,,geschoben,schieben,"to push, to shove, to wheel","pousser, bousculer, faire tourner","schieben, schob, geschoben","schieben, schob, geschoben",B2,all
570,29,,gekündigt,kündigen,"to resign, to quit, to terminate, to cancel","démissionner, quitter, mettre fin à, annuler","kündigen, kündigte, gekündigt","kündigen, kündigte, gekündigt",B2,all
571,29,,gepflanzt,pflanzen,"to plant, to sow","planter, semer","pflanzen, pflanzte, gepflanzt","pflanzen, pflanzte, gepflanzt",B2,all
572,30,,genossen,genießen,"to savor, to relish, to enjoy, to take pleasure in","apprécier, savourer","genießen, genoss, genossen","genießen, genoss, genossen",B2,all
573,30,,gesurft,surfen,to surf,surfer,"surfen, surfte, gesurft","surfen, surfte, gesurft",B2,all
574,30,,entstanden,entstehen,"to arise, to develop, to come into being","surgir, se développer, naître","entstehen, entstand, entstanden","entstehen, entstand, entstanden",B2,all
575,30,,gegolten,gelten,"to apply, to be valid, to count","appliquer, être valide, compter","gelten, galt, gegolten","gelten, galt, gegolten",B2,all
576,30,,gewarnt,warnen,"to warn, to caution","avertir, mettre en garde","warnen, warnte, gewarnt","warnen, warnte, gewarnt",B2,all
577,30,,geklärt,klären,"to clarify, to resolve, to clear up","clarifier, résoudre, éclaircir","klären, klärte, geklärt","klären, klärte, geklärt",B2,all
578,30,,gezwungen,zwingen,"to force, to compel","forcer, contraindre","zwingen, zwang, gezwungen","zwingen, zwang, gezwungen",B2,all
579,30,,übertragen,übertragen,"to transfer, to transmit, to broadcast","transférer, transmettre, diffuser","übertragen, übertrug, übertragen","übertragen, übertrug, übertragen",B2,all
580,30,,erzielt,erzielen,"to achieve, to obtain, to reach","atteindre, obtenir, parvenir","erzielen, erzielte, erzielt","erzielen, erzielte, erzielt",B2,all
581,30,,abgegeben,abgeben,"to submit, to hand in, to deliver","soumettre, remettre, livrer","abgeben, gab ab, abgegeben","abgeben, gab ab, abgegeben",B2,all
582,30,,geguckt,gucken,"to look, to watch, to peek (coll.)","regarder, épier, jeter un coup d'œil (familier)","gucken, guckte, geguckt","gucken, guckte, geguckt",B2,all
583,30,,geblickt,blicken,"to look, to glance, to gaze","regarder, jeter un coup d'œil, contempler","blicken, blickte, geblickt","blicken, blickte, geblickt",B2,all
584,30,,gelungen,gelingen,"to succeed, to be successful, to work out","réussir, s'entraîner","gelingen, gelang, gelungen","gelingen, gelang, gelungen",B2,all
585,30,,hergestellt,herstellen,"to produce, to make, to establish","produire, fabriquer, établir","herstellen, stellte her, hergestellt","herstellen, stellte her, hergestellt",B2,all
