exercise,level_verb,Nr_verb,answer,question,german,english,french,type,prefix,level_root,root_german,root_english,root_french,explanation_prefix_english,explanation_prefix_french,explanation_english_beta,explanation_french_beta
61,C1,968,vorgeben,,,"to claim, to pretend, to set (a pace)","revendiquer, prétendre, donner (un rythme)",1. verb,vor,A1,geben,to give,donner,"to add the meaning of <i>pre-</i>, that something is <i>before</i>, <i>in advance</i> → vor",,,
61,C1,969,ertragen,,,"to bear, to stand","supporter, se tenir debout",1. verb,er,A1,tragen,"to wear (clothing), to carry, to hold","porter (des vêtements), transporter, tenir",,,,
61,C1,970,aufbrechen,,,"to leave, to set off, to start, to break, to burst","partir, se mettre en route, démarrer, rompre, éclater",1. verb,auf,A2,brechen,to break,"casser, briser",,,,
61,C1,972,abweichen,,,"to depart (from), to soak off","partir (de), s'imprégner",1. verb,ab,C1,weichen,to soften,adoucir,"to add the meaning of <i>off</i>, <i>away</i> → ab",,,
61,C1,973,abbilden,,,"to depict, to map, to illustrate","représenter, cartographier, illustrer",1. verb,ab,B1,bilden,"to form, to constitute, to educate","former, constituer, éduquer",,,,
61,C1,975,erweisen,,,"to prove (passively), to turn out to be, to show","prouver (passivement), s'avérer être, montrer",1. verb,er,B2,weisen,"to point, to direct, to indicate","pointer, diriger, indiquer",,,,
61,C1,977,einreichen,,,"to submit, to present, to bring, to bring in, to deposit","soumettre, présenter, apporter, déposer",1. verb,ein,B2,reichen,"to reach, to hand, to be enough","atteindre, mettre la main, être suffisant","to add the meaning of <i>in</i>, <i>into</i> → ein",,,
61,C1,978,erforschen,,,"to research, to investigate, to explore, to ascertain","faire des recherches, enquêter, explorer, vérifier",1. verb,er,C1,forschen,"to research, to investigate","faire des recherches, enquêter",,,,
61,C1,982,bestreiten,,,"to dispute, to contest","contester, disputer",1. verb,be,B1,streiten,"to argue, to fight, to quarrel","se disputer, se battre, se quereller",,,,
61,C1,984,zugreifen,,,"to access, to grab, to help oneself",accéder,1. verb,zu,B1,greifen,"to grab, to grasp, to seize","saisir, s'emparer",,,,
61,C1,985,entführen,,,"to abduct, to kidnap","enlever, kidnapper",1. verb,ent,A2,führen,"to lead, to guide","guider, conduire",,,,
62,C1,988,bewundern,,,to admire,admirer,1. verb,be,C1,wundern,"to surprise, to amaze","surprendre, étonner",,,,
62,C1,989,anschaffen,,,"to purchase, to acquire, to procure","acheter, acquérir, se procurer",1. verb,an,B2,schaffen,"to manage, to accomplish, to create","gérer, accomplir, créer",,,,
62,C1,991,zugehen,,,"to approach, to close, to happen","s'approcher, se fermer, se produire",1. verb,zu,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",,,,
62,C1,992,festsetzen,,,"to fix, to appoint, to detain, to determine, to establish","fixer, nommer, détenir, déterminer, établir",1. verb,fest,A2,setzen,"to set, to sit down (refl.)",s'asseoir (réfl.),,,,
62,C1,993,auszeichnen,,,"to honor, to distinguish","honorer, distinguer",1. verb,aus,A2,zeichnen,"to draw, to sketch","dessiner, esquisser",,,,
62,C1,994,festnehmen,,,"to arrest, to apprehend, to detain, to seize","arrêter, appréhender, détenir, saisir",1. verb,fest,A1,nehmen,"to take, to cause oneself to be (in some state)","prendre, se mettre (dans un état)",,,,
62,C1,996,antreten,,,"to begin, to compete","commencer, concourir",1. verb,an,B2,treten,"to step, to kick, to enter","marcher, donner un coup de pied, entrer",,,,
62,C1,997,einschlagen,,,"to strike, to hit, to drive in, to engrave, to heel in","frapper, toucher, enfoncer, graver",1. verb,ein,B1,schlagen,"to hit, to beat, to strike, to defeat","frapper, battre, vaincre",,,,
62,C1,999,sich entschließen,,,to decide (to do something) (refl.),décider (de faire quelque chose) (réfl.),1. verb,ent,A1,schließen,"to shut, to close, to lock, to conclude","fermer, clore, verrouiller, conclure",,,,
62,C1,1001,abdecken,,,"to cover, to remove, to uncover","couvrir, enlever, découvrir",1. verb,ab,B2,decken,"to cover, to set (a table), to hedge","couvrir, dresser (une table), se protéger",,,,
62,C1,1002,absetzen,,,"to set down, to put down, to deduct, to dismiss","Déposer, mettre de côté, déduire, rejeter",1. verb,ab,A2,setzen,"to set, to sit down (refl.)",s'asseoir (réfl.),,,,
62,C1,1003,benehmen,,,to behave (refl.),se comporter (réfl.),1. verb,be,A1,nehmen,"to take, to cause oneself to be (in some state)","prendre, se mettre (dans un état)",,,,
62,C1,1005,ausgleichen,,,"to balance, to offset, to compensate, to equalize","équilibrer, compenser, égaliser",1. verb,aus,B2,gleichen,"to equal, to match, to resemble","égaler, ressembler",,,,
62,C1,1006,einbringen,,,"to bring in, to contribute, to introduce, to harvest","apporter, contribuer, introduire, récolter",1. verb,ein,A1,bringen,"to bring, to take, to lead","apporter, prendre, conduire",,,,
62,C1,1009,vorschreiben,,,"to dictate, to prescribe, to instruct, to stipulate","dicter, prescrire, instruire, stipuler",1. verb,vor,A1,schreiben,to write,écrire,,,,
62,C1,1010,behindern,,,"to obstruct, to hamper","gêner, entraver",1. verb,be,C1,hindern,to prevent somebody from doing something,empêcher quelqu'un de faire quelque chose,,,,
62,C1,1011,anhören,,,to listen to someone,écouter quelqu'un,1. verb,an,A1,hören,"to hear, to listen to","entendre, écouter",,,,
62,C1,1014,abschalten,,,"to switch off, to disconnect, to turn off","éteindre, déconnecter, couper",1. verb,ab,B2,schalten,"to switch, to shift gears, to turn on, to turn off","changer, changer de vitesse, allumer, éteindre",,,,
62,C1,1017,verzögern,,,"to delay, to postpone, to stall","retarder, reporter, bloquer",1. verb,ver,B2,zögern,to hesitate,hésiter,,,,
62,C1,1020,vertragen,,,"to tolerate, to get along, to bear","tolérer, s'entendre, supporter",1. verb,ver,A1,tragen,"to wear (clothing), to carry, to hold","porter (des vêtements), transporter, tenir",,,,
63,C1,1021,einbrechen,,,"to break in, to collapse, to break down","s'introduire par effraction, s'effondrer, tomber en panne",1. verb,ein,A2,brechen,to break,"casser, briser",,,,
63,C1,1022,besiegen,,,to defeat (in battle or contest),vaincre (au combat ou dans un concours),1. verb,be,C1,siegen,"to win, to prevail, to triumph","gagner, triompher, prévaloir",,,,
63,C1,1023,aufteilen,,,"to distribute, to divide, to partition","distribuer, diviser, partitionner",1. verb,auf,A2,teilen,"to split, to share, to divide","diviser, partager",,,,
63,C1,1024,zumachen,,,"to close, to shut, to close down","fermer, cesser ses activités",1. verb,zu,A1,machen,"to make, to prepare, to do","faire, préparer",,,,
63,C1,1025,hinfahren,,,"to drive there, to go, to travel","aller en voiture, y aller, voyager",1. verb,hin,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
63,C1,1026,austragen,,,"to deliver, to distribute, to carry out","livrer, distribuer, exécuter",1. verb,aus,A1,tragen,"to wear (clothing), to carry, to hold","porter (des vêtements), transporter, tenir",,,,
63,C1,1027,überreichen,,,"to hand over, to present, to submit","remettre, présenter, soumettre",1. verb,über,B2,reichen,"to reach, to hand, to be enough","atteindre, mettre la main, être suffisant","to add the meaning of <i>over</i>, to translate the prefix <i>sur</i> → über",,,
63,C1,1029,vortragen,,,"to perform, to recite, to present, to carry over","interpréter, réciter, présenter, transmettre",1. verb,vor,A1,tragen,"to wear (clothing), to carry, to hold","porter (des vêtements), transporter, tenir",,,,
63,C1,1031,wiedersehen,,,"to see again, to meet again","revoir, se revoir",1. verb,wieder,A1,sehen,"to see, to realise","voir, se rendre compte",,,,
63,C1,1032,ausweisen,,,"to expel, to identify, to deport","expulser, identifier, déporter",1. verb,aus,B2,weisen,"to point, to direct, to indicate","pointer, diriger, indiquer",,,,
63,C1,1033,aufbewahren,,,"to preserve, to keep, to store","préserver, conserver, stocker",1. verb,auf,C1,bewahren,"to keep, to preserve (to maintain the condition of)","garder, préserver (maintenir l'état de)",,,,
63,C1,1034,bedauern,,,"to regret, to deplore, to lament, to pity","regretter, déplorer, se lamenter, avoir pitié",1. verb,be,A2,dauern,"to last, to take (time)","durer, prendre (du temps)",,,,
63,C1,1035,loslassen,,,"to release, to let go, to let loose, to disengage","libérer, lâcher prise, se délier, se désengager",1. verb,los,A2,lassen,"to let, to leave, to allow","laisser, quitter, permettre",,,,
63,C1,1037,wegnehmen,,,"to take away, to remove, to abstract, to cancel","enlever, supprimer, abstraire, annuler",1. verb,weg,A1,nehmen,"to take, to cause oneself to be (in some state)","prendre, se mettre (dans un état)",,,,
63,C1,1039,einatmen,,,"to inhale, to breath in","inspirer, respirer",1. verb,ein,B1,atmen,to breathe,respirer,,,,
63,C1,1040,mitfahren,,,"to go with, to ride along","accompagner, faire un tour avec",1. verb,mit,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
63,C1,1041,abrechnen,,,"to settle, to account for, to bill","régler, rendre compte, facturer",1. verb,ab,B1,rechnen,"to calculate, to expect, to count on","calculer, s'attendre à, compter sur",,,,
63,C1,1043,einsammeln,,,"to collect, to gather","collecter, rassembler",1. verb,ein,B1,sammeln,"to collect, to gather, to accumulate","recueillir, rassembler, accumuler",,,,
63,C1,1048,zurückfahren,,,"to back, to drive back, to flinch","reculer, faire marche arrière, tressaillir",1. verb,zurück,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
63,C1,1055,herausfordern,,,"to challenge, to provoke, to banter to","défier, affronter",1. verb,heraus,B2,fordern,"to demand, to require, to call for","exiger, requérir, réclamer",,,,
64,C1,1061,verkehren,,,"to circulate, to interact, to turn, to twist",circuler,1. verb,ver,C1,kehren,"to sweep, to return","retourner, balayer",,,,
64,C1,1067,begehen,,,"to commit, perpetrate (a crime, an offence)","commettre, perpétrer (un crime, un délit)",1. verb,be,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",,,,
64,C1,1068,abschneiden,,,"to cut off, to amputate, to block","couper, amputer, bloquer",1. verb,ab,B1,schneiden,"to cut, to slice","couper, trancher","to add the meaning of <i>off</i>, <i>away</i> → ab",,,
64,C1,1069,verdanken,,,"to owe, to be indebted, to owe to","devoir (quelque chose à quelqu'un), être redevable",1. verb,ver,A2,danken,to thank,remercier,,,,
64,C1,1070,zurückhalten,,,"to restrain, to hold back, to withhold","restreindre, retenir",1. verb,zurück,A1,halten,"to hold, to stop (a movement), to support, to keep","tenir, arrêter (un mouvement), soutenir, garder",to add the meaning of <i>back</i> → zurück,,,
64,C1,1071,verdoppeln,,,"to double, to duplicate, to reduplicate","doubler, dupliquer, redoubler",1. verb,ver,C2,doppeln,"to double, to duplicate, to fold","doubler, dupliquer, reproduire",,,,
64,C1,1073,verknüpfen,,,"to connect, to link, to associate, to tie, to annex to","connecter, relier, associer, lier, annexer à",1. verb,ver,C1,knüpfen,"to knot, to tie, to weave",nouer,,,,
64,C1,1074,aufzeigen,,,"to point out, to demonstrate, to indicate","souligner, démontrer, indiquer",1. verb,auf,A1,zeigen,"to show, to point at, to demonstrate","montrer, pointer du doigt, démontrer",,,,
64,C1,1075,aufbringen,,,"to capture, to raise, to antagonise",appliquer,1. verb,auf,A1,bringen,"to bring, to take, to lead","apporter, prendre, conduire",,,,
64,C1,1081,absehen,,,"to foresee, to overlook, to disregard","prévoir, négliger",1. verb,ab,A1,sehen,"to see, to realise","voir, se rendre compte",,,,
64,C1,1082,einsperren,,,"to lock up, to imprison","enfermer, emprisonner",1. verb,ein,C1,sperren,"to block, to lock, to close off","bloquer, verrouiller, fermer",,,,
64,C1,1086,verführen,,,"to seduce, to entice, to tempt, to debauch",séduire,1. verb,ver,A2,führen,"to lead, to guide","guider, conduire",,,,
64,C1,1090,voraussetzen,,,"to presume, to require, to assume","présumer, exiger, supposer",1. verb,voraus,A2,setzen,"to set, to sit down (refl.)",s'asseoir (réfl.),,,,
64,C1,1092,zurücktreten,,,"to resign, to step back, to step down, to withdraw","démissionner, se retirer, quitter ses fonctions",1. verb,zurück,B2,treten,"to step, to kick, to enter","marcher, donner un coup de pied, entrer",,,,
64,C1,1093,hervorgehen,,,"to result, to arise, to arise from, to emerge","résulter, survenir, provenir de, émerger",1. verb,hervor,A1,gehen,"to go, to leave, to work, to function (coll.), to be going (Dat.), to be all right (Dat.)","aller, partir, fonctionner (familier)",,,,
64,C1,1094,verbleiben,,,to remain,rester,1. verb,ver,A1,bleiben,"to remain, to stay",rester,,,,
64,C1,1095,herkommen,,,"to come over, come here (towards the speaker), to come from","venir, venir ici (vers l'orateur), venir de",1. verb,her,A1,kommen,"to come, to make it (e.g. over something), to go to, to occur","venir, aller à, se produire",,,,
64,C1,1096,beibringen,,,"to teach, to break (news, information) carefully to, to inflict","enseigner, annoncer (des nouvelles, des informations) avec précaution, infliger",1. verb,bei,A1,bringen,"to bring, to take, to lead","apporter, prendre, conduire",,,,
64,C1,1097,befördern,,,to transport,transporter,1. verb,be,B2,fördern,"to promote, to support","promouvoir, soutenir",,,,
64,C1,1099,anbringen,,,"to affix, to attach, to fasten, to add, to apply","fixer, attacher, ajouter, appliquer",1. verb,an,A1,bringen,"to bring, to take, to lead","apporter, prendre, conduire",,,,
65,C1,1100,bedürfen,,,"to need, to require, to depend, to demand","avoir besoin, exiger, dépendre, demander",1. verb,be,A1,dürfen,"to be allowed (to do something), may","être autorisé (à faire quelque chose), pouvoir",,,,
65,C1,1101,begreifen,,,"to understand, to comprehend, to grasp, to realise","comprendre, saisir, appréhender, réaliser",1. verb,be,B1,greifen,"to grab, to grasp, to seize","saisir, s'emparer",,,,
65,C1,1102,beitreten,,,"to join, to support, to accede to, to affiliate","adhérer, soutenir, adhérer à, s'affilier",1. verb,bei,B2,treten,"to step, to kick, to enter","marcher, donner un coup de pied, entrer",,,,
65,C1,1104,einräumen,,,"to admit, to acknowledge, to concede, to put away","admettre, reconnaître, concéder, mettre de côté",1. verb,ein,B2,räumen,"to clear, to remove, to vacate","déblayer, débrancher, dégager",,,,
65,C1,1105,entfallen,,,"to be omitted, to be dropped, to be canceled, to be inapplicable","à omettre, à supprimer, à annuler, à ne pas appliquer",1. verb,ent,B1,fallen,"to fall, to fall in battle, to collapse","tomber, tomber au combat, s'effondrer",,,,
65,C1,1106,erbringen,,,"to yield, to provide, to raise, to deliver","céder, fournir, lever, livrer",1. verb,er,A1,bringen,"to bring, to take, to lead","apporter, prendre, conduire",,,,
65,C1,1112,vermögen,,,"to be able, to be capable, to can","être capable, pouvoir",1. verb,ver,A1,mögen,to like,"aimer, apprécier",,,,
65,C1,1113,verschaffen,,,"to procure, to obtain, to acquire, to earn","se procurer, obtenir, acquérir, gagner",1. verb,ver,B2,schaffen,"to manage, to accomplish, to create","gérer, accomplir, créer",,,,
65,C1,1114,versenden,,,"to dispatch, to send, to forward, to ship","expédier, envoyer, faire parvenir, transporter",1. verb,ver,B1,senden,"to send, to broadcast","envoyer, diffuser",,,,
