Nr,exercise,level_verben,Nr_verben,level_noun,level_goethe,level_routledge,question,answer,german,root_english,english,root_french,french,german_verb,english_verb,french_verb,german_noun,english_noun,french_noun,gender_english,gender_french
460,25,B1,367,A1,A2,A1,die Meinung,meinen,,the opinion,"to think, to mean, to have an opinion",l'opinion,"penser, vouloir dire, avoir une opinion",meinen,"to think, to mean, to have an opinion","penser, vouloir dire, avoir une opinion",die Meinung,the opinion,l'opinion,,
461,25,B1,370,A1,B1,A1,der Bericht,berichten,,the report,"to report, to inform, to cover",le rapport,"signaler, informer, couvrir",berichten,"to report, to inform, to cover","signaler, informer, couvrir",der Bericht,the report,le rapport,,
462,25,B1,371,A2,B1,B1,die Übung,üben,,the practice,"to practice, to exercise, to rehearse",la pratique,"pratiquer, s'exercer, répéter",üben,"to practice, to exercise, to rehearse","pratiquer, s'exercer, répéter",die Übung,the practice,la pratique,,
463,25,B1,376,A1,B1,A1,die Organisation,organisieren,,the organization,"to organize, to arrange",l'organisation,"organiser, arranger",organisieren,"to organize, to arrange","organiser, arranger",die Organisation,the organization,l'organisation,,
464,25,B1,381,A1,B1,A1,der Tod,töten,,the death,"to kill, to slay",la mort,"tuer, égorger",töten,"to kill, to slay","tuer, égorger",der Tod,the death,la mort,,
465,25,B1,383,B1,B1,B1,die Überzeugung,überzeugen,,the conviction,"to convince, to persuade",la condamnation,"convaincre, persuader",überzeugen,"to convince, to persuade","convaincre, persuader",die Überzeugung,the conviction,la condamnation,,
466,25,B1,386,B1,B1,B1,die Vertretung,vertreten,,the representation,"to represent, to advocate, to stand in for",la représentation,"représenter, défendre, se substituer",vertreten,"to represent, to advocate, to stand in for","représenter, défendre, se substituer",die Vertretung,the representation,la représentation,,
467,25,B1,387,B1,B1,B1,die Betreuung,betreuen,,the supervision,"to look after, to care for, to supervise",la supervision,"prendre soin de, soigner, superviser",betreuen,"to look after, to care for, to supervise","prendre soin de, soigner, superviser",die Betreuung,the supervision,la supervision,,
468,25,B1,395,A1,B1,A1,der Hinweis,hinweisen,,"the hint, the indication","to indicate, to point out, to refer","l'allusion, l'indication","indiquer, faire remarquer, se référer",hinweisen,"to indicate, to point out, to refer","indiquer, faire remarquer, se référer",der Hinweis,"the hint, the indication","l'allusion, l'indication",,
469,25,B1,397,B1,A2,,die Reinigung,reinigen,,the cleaning,"to clean, to cleanse",le nettoyage,"nettoyer, purifier",reinigen,"to clean, to cleanse","nettoyer, purifier",die Reinigung,the cleaning,le nettoyage,,
470,25,B1,,A2,A2,,die Pflanze,pflanzen,,the plant,"to plant, to sow",la plante,"planter, semer",pflanzen,"to plant, to sow","planter, semer",die Pflanze,the plant,la plante,,
471,25,B1,,B2,B1,,der Stecker,stecken,,the plug,"to stick, to pin",la prise,"coller, épingler",stecken,"to stick, to pin","coller, épingler",der Stecker,the plug,la prise,,
472,25,B1,,B1,A1,,die Bäckerei,backen,,the bakery,to bake,la boulangerie,cuire (du pain ou des pâtisseries),backen,to bake,cuire (du pain ou des pâtisseries),die Bäckerei,the bakery,la boulangerie,,
473,26,B1,,B1,A1,B1,entschuldigen,die Entschuldigung,,"to excuse, to apologize",the apology,"excuser, s'excuser",les excuses,entschuldigen,"to excuse, to apologize","excuser, s'excuser",die Entschuldigung,the apology,les excuses,Feminine,Féminin
474,26,B1,,B1,B1,,bestätigen,die Bestätigung,,"to confirm, to acknowledge, to endorse",the confirmation,"confirmer, reconnaître, approuver",la confirmation,bestätigen,"to confirm, to acknowledge, to endorse","confirmer, reconnaître, approuver",die Bestätigung,the confirmation,la confirmation,Feminine,Féminin
475,26,B1,,A1,A1,A1,informieren,die Information,,"to inform, to notify",the information,"informer, notifier",les informations,informieren,"to inform, to notify","informer, notifier",die Information,the information,les informations,Feminine,Féminin
476,26,B1,,A1,B1,A1,reagieren,die Reaktion,,"to react, to respond",the reaction,"réagir, répondre",la réaction,reagieren,"to react, to respond","réagir, répondre",die Reaktion,the reaction,la réaction,Feminine,Féminin
477,26,B1,,B1,B1,,garantieren,die Garantie,,"to guarantee, to assure",the guarantee,"garantir, assurer",la garantie,garantieren,"to guarantee, to assure","garantir, assurer",die Garantie,the guarantee,la garantie,Feminine,Féminin
478,26,B1,,A1,B1,A1,kritisieren,die Kritik,,"to criticize, to censure",the criticism,"critiquer, censurer",la critique,kritisieren,"to criticize, to censure","critiquer, censurer",die Kritik,the criticism,la critique,Feminine,Féminin
479,26,B1,,B1,A1,B1,reparieren,die Reparatur,,"to repair, to fix",the repair,réparer,la réparation,reparieren,"to repair, to fix",réparer,die Reparatur,the repair,la réparation,Feminine,Féminin
480,26,B1,,A1,A2,A1,meinen,die Meinung,,"to think, to mean, to have an opinion",the opinion,"penser, vouloir dire, avoir une opinion",l'opinion,meinen,"to think, to mean, to have an opinion","penser, vouloir dire, avoir une opinion",die Meinung,the opinion,l'opinion,Feminine,Féminin
481,26,B1,,A1,B1,A1,berichten,der Bericht,,"to report, to inform, to cover",the report,"signaler, informer, couvrir",le rapport,berichten,"to report, to inform, to cover","signaler, informer, couvrir",der Bericht,the report,le rapport,Masculine,Masculin
482,26,B1,,A2,B1,B1,üben,die Übung,,"to practice, to exercise, to rehearse",the practice,"pratiquer, s'exercer, répéter",la pratique,üben,"to practice, to exercise, to rehearse","pratiquer, s'exercer, répéter",die Übung,the practice,la pratique,Feminine,Féminin
483,26,B1,,A1,B1,A1,organisieren,die Organisation,,"to organize, to arrange",the organization,"organiser, arranger",l'organisation,organisieren,"to organize, to arrange","organiser, arranger",die Organisation,the organization,l'organisation,Feminine,Féminin
484,26,B1,,A1,B1,A1,töten,der Tod,,"to kill, to slay",the death,"tuer, égorger",la mort,töten,"to kill, to slay","tuer, égorger",der Tod,the death,la mort,Masculine,Masculin
485,26,B1,,B1,B1,B1,überzeugen,die Überzeugung,,"to convince, to persuade",the conviction,"convaincre, persuader",la condamnation,überzeugen,"to convince, to persuade","convaincre, persuader",die Überzeugung,the conviction,la condamnation,Feminine,Féminin
486,26,B1,,B1,B1,B1,vertreten,die Vertretung,,"to represent, to advocate, to stand in for",the representation,"représenter, défendre, se substituer",la représentation,vertreten,"to represent, to advocate, to stand in for","représenter, défendre, se substituer",die Vertretung,the representation,la représentation,Feminine,Féminin
487,26,B1,,B1,B1,B1,betreuen,die Betreuung,,"to look after, to care for, to supervise",the supervision,"prendre soin de, soigner, superviser",la supervision,betreuen,"to look after, to care for, to supervise","prendre soin de, soigner, superviser",die Betreuung,the supervision,la supervision,Feminine,Féminin
488,26,B1,,A1,B1,A1,hinweisen,der Hinweis,,"to indicate, to point out, to refer","the hint, the indication","indiquer, faire remarquer, se référer","l'allusion, l'indication",hinweisen,"to indicate, to point out, to refer","indiquer, faire remarquer, se référer",der Hinweis,"the hint, the indication","l'allusion, l'indication",Masculine,Masculin
489,26,B1,,B1,A2,,reinigen,die Reinigung,,"to clean, to cleanse",the cleaning,"nettoyer, purifier",le nettoyage,reinigen,"to clean, to cleanse","nettoyer, purifier",die Reinigung,the cleaning,le nettoyage,Feminine,Féminin
490,26,B1,,A2,A2,,pflanzen,die Pflanze,,"to plant, to sow",the plant,"planter, semer",la plante,pflanzen,"to plant, to sow","planter, semer",die Pflanze,the plant,la plante,Feminine,Féminin
491,26,B1,,B2,B1,,stecken,der Stecker,,"to stick, to pin",the plug,"coller, épingler",la prise,stecken,"to stick, to pin","coller, épingler",der Stecker,the plug,la prise,Masculine,Masculin
492,26,B1,,B1,A1,,backen,die Bäckerei,,to bake,the bakery,cuire (du pain ou des pâtisseries),la boulangerie,backen,to bake,cuire (du pain ou des pâtisseries),die Bäckerei,the bakery,la boulangerie,Feminine,Féminin
493,27,B1,,B1,B1,,das Gebäck,backen,,the pastry,to bake,la pâtisserie,cuire (du pain ou des pâtisseries),backen,to bake,cuire (du pain ou des pâtisseries),das Gebäck,the pastry,la pâtisserie,,
494,27,B1,,A2,A2,A2,die Sendung,senden,,the delivery,"to send, to broadcast",la livraison,"envoyer, diffuser",senden,"to send, to broadcast","envoyer, diffuser",die Sendung,the delivery,la livraison,,
495,27,B1,,A2,A1,A2,der Laden,laden,,the shop,"to load, to charge, to invite",le magasin,"charger, inviter",laden,"to load, to charge, to invite","charger, inviter",der Laden,the shop,le magasin,,
496,27,B1,,A2,A1,B1,das Frühstück,frühstücken,,the breakfast,to have breakfast,le petit-déjeuner,prendre le petit déjeuner,frühstücken,to have breakfast,prendre le petit déjeuner,das Frühstück,the breakfast,le petit-déjeuner,,
497,27,B1,374,A1,B1,A2,der Start,starten,,the start,"to start, to launch, to take off",le début,"démarrer, lancer, décoller",starten,"to start, to launch, to take off","démarrer, lancer, décoller",der Start,the start,le début,,
498,27,B1,388,A1,B1,A1,die Ursache,verursachen,,the cause,"to cause, to provoke, to bring about",la cause,"causer, provoquer",verursachen,"to cause, to provoke, to bring about","causer, provoquer",die Ursache,the cause,la cause,,
499,27,B1,400,A1,B1,A1,der Krieg,kriegen,,the war,"to get after asking or fighting, to wage war",la guerre,"obtenir après avoir demandé ou combattu, faire la guerre",kriegen,"to get after asking or fighting, to wage war","obtenir après avoir demandé ou combattu, faire la guerre",der Krieg,the war,la guerre,,
500,27,B1,,A1,A2,A1,die Geschichte,geschehen,,"the history, the story","to happen, to occur, to take place",l'histoire,"se produire, avoir lieu (formel)",geschehen,"to happen, to occur, to take place","se produire, avoir lieu (formel)",die Geschichte,"the history, the story",l'histoire,,
501,27,B1,210,B1,,A2,das Leid,leiden,,"the suffering, the grief","to suffer, to endure, to bear","la souffrance, le chagrin","souffrir, endurer, supporter",leiden,"to suffer, to endure, to bear","souffrir, endurer, supporter",das Leid,"the suffering, the grief","la souffrance, le chagrin",,
502,27,B1,210,B1,,B1,die Leidenschaft,leiden,,the passion,"to suffer, to endure, to bear",la passion,"souffrir, endurer, supporter",leiden,"to suffer, to endure, to bear","souffrir, endurer, supporter",die Leidenschaft,the passion,la passion,,
503,27,B1,215,B2,,B1,die Überprüfung,überprüfen,,the verification,"to check, to examine, to verify",la vérification,"vérifier, examiner",überprüfen,"to check, to examine, to verify","vérifier, examiner",die Überprüfung,the verification,la vérification,,
504,27,B1,225,B2,,B1,der Hass,hassen,,the hatred,"to hate, to detest",la haine,"haïr, détester",hassen,"to hate, to detest","haïr, détester",der Hass,the hatred,la haine,,
505,27,B1,251,B1,,B1,die Entdeckung,entdecken,,the discovery,"to discover, to find",la découverte,"découvrir, trouver",entdecken,"to discover, to find","découvrir, trouver",die Entdeckung,the discovery,la découverte,,
506,27,B1,267,A2,,B1,die Bestellung,bestellen,,the order,"to order, to reserve",l'ordre,"commander, réserver",bestellen,"to order, to reserve","commander, réserver",die Bestellung,the order,l'ordre,,
507,27,B1,281,B1,,A2,die Verbesserung,verbessern,,the improvement,"to improve, to enhance, to correct",l'amélioration,"améliorer, renforcer, corriger",verbessern,"to improve, to enhance, to correct","améliorer, renforcer, corriger",die Verbesserung,the improvement,l'amélioration,,
508,27,B1,288,A2,,A1,die Nutzung,nutzen,,the use,"to use, to utilize, to benefit from",l'utilisation,"utiliser, exploiter, bénéficier de",nutzen,"to use, to utilize, to benefit from","utiliser, exploiter, bénéficier de",die Nutzung,the use,l'utilisation,,
509,27,B1,377,B2,,B1,die Bemühung,bemühen,,the effort,"to make an effort, to strive",l'effort,"faire un effort, s'efforcer",bemühen,"to make an effort, to strive","faire un effort, s'efforcer",die Bemühung,the effort,l'effort,,
510,28,B1,,B1,B1,,backen,das Gebäck,,to bake,the pastry,cuire (du pain ou des pâtisseries),la pâtisserie,backen,to bake,cuire (du pain ou des pâtisseries),das Gebäck,the pastry,la pâtisserie,Neuter,Neutre
511,28,B1,,A2,A2,A2,senden,die Sendung,,"to send, to broadcast",the delivery,"envoyer, diffuser",la livraison,senden,"to send, to broadcast","envoyer, diffuser",die Sendung,the delivery,la livraison,Feminine,Féminin
512,28,B1,,A2,A1,A2,laden,der Laden,,"to load, to charge, to invite",the shop,"charger, inviter",le magasin,laden,"to load, to charge, to invite","charger, inviter",der Laden,the shop,le magasin,Masculine,Masculin
513,28,B1,,A2,A1,B1,frühstücken,das Frühstück,,to have breakfast,the breakfast,prendre le petit déjeuner,le petit-déjeuner,frühstücken,to have breakfast,prendre le petit déjeuner,das Frühstück,the breakfast,le petit-déjeuner,Neuter,Neutre
514,28,B1,,A1,A2,A1,geschehen,die Geschichte,,"to happen, to occur, to take place","the history, the story","se produire, avoir lieu (formel)",l'histoire,geschehen,"to happen, to occur, to take place","se produire, avoir lieu (formel)",die Geschichte,"the history, the story",l'histoire,Feminine,Féminin
515,28,B1,374,A1,B1,A2,starten,der Start,,"to start, to launch, to take off",the start,"démarrer, lancer, décoller",le début,starten,"to start, to launch, to take off","démarrer, lancer, décoller",der Start,the start,le début,Masculine,Masculin
516,28,B1,388,A1,B1,A1,verursachen,die Ursache,,"to cause, to provoke, to bring about",the cause,"causer, provoquer",la cause,verursachen,"to cause, to provoke, to bring about","causer, provoquer",die Ursache,the cause,la cause,Feminine,Féminin
517,28,B1,400,A1,B1,A1,kriegen,der Krieg,,"to get after asking or fighting, to wage war",the war,"obtenir après avoir demandé ou combattu, faire la guerre",la guerre,kriegen,"to get after asking or fighting, to wage war","obtenir après avoir demandé ou combattu, faire la guerre",der Krieg,the war,la guerre,Masculine,Masculin
518,28,B1,,B1,,A2,leiden,das Leid,,"to suffer, to endure, to bear","the suffering, the grief","souffrir, endurer, supporter","la souffrance, le chagrin",leiden,"to suffer, to endure, to bear","souffrir, endurer, supporter",das Leid,"the suffering, the grief","la souffrance, le chagrin",Neuter,Neutre
519,28,B1,,B1,,B1,leiden,die Leidenschaft,,"to suffer, to endure, to bear",the passion,"souffrir, endurer, supporter",la passion,leiden,"to suffer, to endure, to bear","souffrir, endurer, supporter",die Leidenschaft,the passion,la passion,Feminine,Féminin
